ID,Description,Entry_ID,Antonym,Bibliographical_Reference,Encyclopedic_Info,Etymology_Source,Infobox,Infobox_Teanu,Lexical_Function_Gloss,Literally,Media_IDs,Scientific_Name,Semantic_Domain,Sense_Comment,Synonym,Syntactic_Restriction,Typical_Subject
SN000688,Sea almond tree,ilo_1,,,,,,,,,,Terminalia catappa,Bot,,,,
SN000689,variety of Terminalia not suitable for consumption,ilo_we_uvilo_1,,,,,,,,Terminalia for rats,,Terminalia littoralis,,,,,
SN000690,"behaviour; general attitude, character",imaluo_1,,,,,,,,,,,,,~maluo.B,,s.o.
SN000691,thousand,imuo_1,,,,,,,,,,,,,,,
SN000692,"he/she, him/her, it: 3 singular personal pronoun",ini_1,,,,,,,,,,,Gram,,,,
SN000693,"he/she/it: stressed pronoun, co-occurring with subject prefix [i-](i-_1)",ini_1,,,,,,,,,,,,,,topic,
SN000694,he/she/it: subject of non-verbal predicates,ini_1,,,,,,,,,,,,,,,
SN000695,him/her/it: object of verb or preposition,ini_1,,,"Phraseol.: A 3rd singular anaphoric object is sometimes expressed by [ini](ini_1), but most often is left implicit (zero anaphora). This is especially true for inanimate referents: ‘I saw it’ would be Ka ni-romo. (rather than ?Ka ni-romo ini.)",,,,,,,,,,,,
SN000696,his/her/its: possessive after directly possessed noun (e.g. body parts),ini_1,,,,,,,,,,,,,,after directly possessed noun,
SN000697,(it is) him/her/it,ini_1,,,,,,,,,,,,,,predicate,
SN000698,yes!,io_1,,,,,,,,,,,,,ewe_1,in reply,
SN000699,"alright, well",io_1,,,,,,,,,,,,,,,
SN000700,push,LX000121,,,,,,,,,,,,,,,
SN000701,thunder,iolulu_1,,,,,,,,,,,,,iabuiepa_1,,
SN000702,"your: form of the general possessive classifier ([enone](enone_1)*), with a 2 singular possessor (see [eo](eo_1))",iono_1,,,,,,,,,,,Gram,,,,
SN000703,"other, different",iote_1,,,,,,,,,,,,,,,
SN000704,not the current one: hence previous or next,iote_1,,,,,,,,,,,,,,in time expressions,
SN000705,"a, one: determiner for indefinite singular",iote_2,,,The plural of [iote](iote_1) is [kula](kula_1).,,,,,,,,Gram,,,,
SN000706,be an (X),iote_2,,,,,,,,,,,,,,in predicate NP,
SN000707,there is an (X),iote_2,,,,,,,,,,,,,,existential use,
SN000708,the one,iote_3,,,,,,,,,,,,,,"head of NP, somet. foll. by modifiers",
SN000709,one… the other,LX000122,,,,,,,,,,,,,,,
SN000710,dark cloud carrying rain,ioti_1,,,,,,,,,,,,,,,
SN000711,penis,ise_1,,,,,,,,,,,Anat,vulg,,,
SN000712,"up, above",iu_1,,,,,,,,,,,,,,,
SN000713,"bury ‹s.th., s.o.› in the ground",LX000123,,,,,,,,,,,,,,,
SN000714,cause ‹s.th.› to be buried,LX000123,,,,,,,,,,,,fig,,,
SN000715,thread ‹several things› using a string or thread,LX000124,,,,,,,,,,,,,,,
SN000716,push forward ‹s.th. heavy›,LX000125,LX000104,,,,,,,,,,,,,,
SN000717,"throw, cast, cast away",LX000125,,,,,,,,,,,,,LX000210,,
SN000718,"cast ‹arrow›, shoot",LX000125,,,,,,,,,,,,esp,LX000010,,
SN000719,fish by angling,LX000126,,,,,,,,cast hook,,,,,,,
SN000720,Red silkwood (Sapotaceae),iuko_1,,,,,,,,,,Burckella obovata,Bot,,,,
SN000721,strap,iula_1,,,,,,,,,,,,,,,
SN000722,rope of ‹s.th.›: creates compounds referring to types of rope,iula_2,,,,,,,,,,,Techn,,,,
SN000723,"chain of ‹ship›, to which the anchor ([tetaula](tetaula_1)) is attached; hence anchor",iula_2,,,,,,,,,,,,,,,
SN000724,"fishing line, string used for angling",iula_teuko_1,,,,,,,,,,,,,,,
SN000725,"be first to (do V), before other people",LX000127,,,,,,,,,,,,,,,
SN000726,"do V first, before other actions; start by doing V",LX000127,,,,,,,,,,,,,,,
SN000727,one,iune_1,,,,,,,,,,,,,,when counting or measuring,
SN000728,"one whole, one full (N)",iune_1,,,,,,,,,,,,,,,
SN000729,"a, an",iune_1,,,"Phraseol.: A new singular referent is normally introduced using the ordinary indefinite determiner [iote](iote_2) ‘a, an’.",,,,,,,,,rare,iote_2,indefinite value,
SN000730,(not) even one,iune_1,,,,,,,,,,,,,,with negation,
SN000731,a single; one and the same,iune_1,,,,,,,,,,,,,,,
SN000732,together,iune_2,,,,,,,,,,,,,,,
SN000733,only one,iune_na_1,,,,,,,,,,,,,,,
SN000734,one after the other; each and every one,iune_iune_1,,,,,,,,one one,,,,,,,
SN000735,nine,iune-tae_1,,,"Morph.: “Nine” can be expressed as a single word ([tidi](tidi_1)) or as a subtractive numeral [iune-tae](iune-tae_1), lit. ‘[ten] minus one’.",,,,,lacking one,,,,,tidi_1,,
SN000736,"nettle tree, a toxic plant (Urticaceae)",iunido_1,,,,,,,,,,Dendrocnide spp,Bot,,,,
SN000737,"Spotted porcupine fish, with sharp spines",iunido_2,,,,,,,,,,Diodon hystrix,Fish,,,,
SN000738,portion ‹of food›,iunubo_1,,,,,,,,,,,,,,,
SN000739,"parcel ‹of grated food›, packed inside a leaf, and baked ([~vai](LX000464)) in the oven",iunubo_1,,,,,,,,,,,,esp,,,
SN000740,"our, i.e. of me and them: form of the general possessive classifier ([enone](enone_1)*), with a 1 exclusive plural possessor (see [kupa](kupa_1))",iupa_1,,,,,,,,,,,Gram,,,,
SN000741,"above, upper area",iura_1,tawora_1,,,,,,,,,,,,,,
SN000742,"up on the cardinal axis: towards southeast, south or east",iura_1,tawora_1,,,,,,,,,,,,,geocentric coordinates,
SN000743,"the Vanuatu archipelago, located south of Vanikoro; partic. the Torres and Banks Islands, in northern Vanuatu",iura_2,,,,,,,,,,,Geo,hence,,,
SN000744,"pillar, main vertical post supporting the roof structure of a house",iuro_1,,,,,,,,,,,Archi,,,,house
SN000745,mast,iuro_1,,,,,,,,,,,Naut,,,,sailing ship
SN000746,"forked pillar standing in each corner of the house, holding the framing of the roof",iutego_1,,,This pillar holds more weight than the secondary [digo](digo_1) ‘vertical post’.,,,,,,847a943bf71b67cfb89948b8b2672367,,Archi,,,,
SN000747,"stilts, supporting the floor structure ([tokoli](tokoli_1)) in a stilt house",iutego_peini_tokoli_1,,,,,,,,pillars for floor,,,Archi,,,,
SN000748,interrogative verb enquiring about a whole situation,ive_1,,,"Morph.: The form [ive](ive_1) is formally an instance of an interrogative verb [~ve](LX000466), which always surfaces at the 3sg i-ve, whether Realis or Irrealis.",,,,,,,,,,,,
SN000749,what happens? what's up? how's things?,ive_1,,,,,,,,,,,,,,main predicate,
SN000750,what? Used when the speaker looks for his words to describe a whole event,ive_1,,,,,,,,,,,,,,in hesitation,
SN000751,(be) why?,ive_1,,,,,,,,,,,,,,foll. another verb,
SN000752,"what's up with ‹s.o., s.th.›?",ive_1,,,,,,,,,,,,,,transitive use,
SN000753,why?,LX000128,,,,,,,,because it's why?,,,,,LX000135,clause-final,
SN000754,Wild basil (Lamiaceae),jeboro_1,,,,,,,,,,Ocimum gratissimum,Bot,,,,
SN000755,red variety of Coleus,jeboro_moloe_1,,,,,,,,red basil,,Coleus spp ; Solenostemon spp,Bot,,,,
SN000756,native taro,jebute_1,,,,,,,,,273c9d505e27546a091edb5c578d3969,Colocasia esculenta,,†,avtebe_1,,
SN000757,the Taro: name of a star,jebute_1,,,,,,,,,,,Astr,,,,
SN000758,palolo worm,jemoko_1,,,Palolo worms are not eaten by Vanikoro islanders – contrary to Vanuatu people further south.,,,,,,,Eunice spp.,Sea,,,,
SN000759,"shoot, sucker",jie_1,,,,,,,,,,,,,tongo_1 ; LX000260,,plant
SN000760,rough,jiejie_1,LX000291,,,,,,,,,,,,,,surface
SN000761,name of various artefacts made of bamboo,jokoro_1,,,,,,,,,,,,,,,
SN000762,"bamboo rod, of any usage",jokoro_1,,,,,,,,,,,,,,,
SN000763,fishing rod,jokoro_1,,,,,,,,,,,,esp,naka_teuko_1,,
SN000764,bamboo water-carrier,jokoro_1,,,,,,,,,,,,,,,
SN000765,bamboo used as a stamping tube,jokoro_1,,,,,,,,,04d0cd6993383f1164d9b6bbe47140b6,,Mus,,,,
SN000766,bamboo flute; esp. Pan pipe,jokoro_1,,,An instrument recently introduced from islands further west (esp. Malaita).,,,,,,60342703157588c1c57830670073973f,,Mus,,,,
SN000767,bamboo organ: a large panpipe-shaped instrument made of bamboos tied together,jokoro_1,,,An instrument recently introduced from islands further west (esp. Malaita). The sound is produced by striking ([~abu](LX000004)) the mouth of each tube with a beater made of wood or plastic.,,,,,,,,Mus,,,,
SN000768,"bamboo drum, as used in other Pacific islands",jokoro_1,,,,,,,,,,,,,,,
SN000769,Perfect aspect,LX000129,,,,,,,,,,,,,,,
SN000770,and. Coordinator between noun phrases,ka_1,,,,,,,,,,,Gram,,me_1,,
SN000771,and. Coordinator between clauses,ka_1,ia_2,,,,,,,,,,,,,,
SN000772,so: expresses logical consequence,ka_1,,,,,,,,,,,,,,,
SN000773,marker of Perfect aspect: describes a current situation by reference to a previous event,ka_2,,,"Morph.: A stronger, stressed variant of [ka](ka_1) is kata ka (see [katae ka](katae_ka_1)).",,,,,,,,Gram,,,+Realis V or predicate,
SN000774,"prospective aspect, marking an action as imminent",ka_2,,,,,,,,,,,,,,+Irrealis V,
SN000775,polite imperative,ka_2,,,,,,,,,,,,esp,,"+Irrealis V, 2nd person",
SN000776,"come, towards speaker or deictic centre",LX000130,LX000219,,,,,,,,,,,,,,
SN000777,come from,LX000130,,,,,,,,,,,,,,foll. by locative,
SN000778,"forthcoming, future",LX000130,,,,,,,,,,,,,,in time expressions,
SN000779,"hither, this way",LX000131,,,,,,,,,,,,,,"3sg i-ka, last verb in directional serial verb",
SN000780,towards me or you,LX000131,,,,,,,,,,,,,,"3sg i-ka, direction of action",
SN000781,"going on and on, towards now",LX000131,,,,,,,,,,,,,,"3sg i-ka, temporal meaning",
SN000782,(do) like (this),LX000132,,,,,,,,,,,,rare,nga_1,V2 in serial construction; foll. by demonstrative,
SN000783,be about to; almost,ka_vitoko_kape_1,,,,,,,,it's now close that,,,,,kata_kape_1,,
SN000784,"nearly, almost",ka_vitoko_kape_1,,,,,,,,,,,,,,counterfactual meaning,
SN000785,"question verb enquiring on a situation, or the manner of an action",LX000133,,,,,,,,,,,Gram,,,,
SN000786,do how?,LX000133,,,,,,,,,,,,,,dynamic reading,
SN000787,be how?,LX000133,,,,,,,,,,,,,LX000466,static reading,
SN000788,how?,LX000134,,,,,,,how,,,,,,kavele_1,"V2 in serialisation, with subject agreement",
SN000789,why? for what reason?,LX000135,,,,,,,,because it's how?,,,,,LX000466,"impersonal construction, always 3sg",
SN000790,…or what? …or something?,LX000136,,,,,,,,or how?,,,,,,question tag,
SN000791,"tear ‹s.th.›, tear off",LX000137,,,,,,,,,,,,,,,
SN000792,smoke,kaiawo_1,,,,,,,,,,,,,,,
SN000793,you: personal pronoun for 2nd person plural,kaipa_1,kela_1,,,,,,,,,,Gram,,,,
SN000794,nautilus,kakule_1,,,,,,,,,,Nautilus pompilius,Sea,,,,
SN000795,"bring ‹s.th., s.o.› here, towards deictic centre",LX000138,LX000239,,"Synt.: Often the object is expressed in preceding clause, and not repeated after [~kamai](LX000138).",,,,,,,,,,,,
SN000796,Bear Paw clam,kanamuko_1,,,,,,,,,9e5e616862e22eaab2f374be5324fd93,Hippopus hippopus,Sea,,,,
SN000797,grouper,kanikawo_1,,,,,,,,,,Epinephelinae spp,Fish,gen,,,
SN000798,Honeycomb Grouper,kanikawo_1,,,,,,,,,,Epinephelus merra,Fish,esp,,,
SN000799,Giant Grouper,kanikawo_Tangalo_1,,,,,,,,,,Epinephelus lanceolatus,Fish,,,,
SN000800,Yellow-edged Lyretail,kanikawo_teiene_1,,,,,,,,,,Variola louti,Fish,,,,
SN000801,star,kanimoro_1,,,,,,,,,,,,,,,
SN000802,sea star,kanimoro_1,,,,,,,,,,Ophidiasteridae spp.,Sea,,,,
SN000803,shooting star,kanmoro_pe_i-vilu_1,,,,,,,,star that travels,,,,,,,
SN000804,"chew ‹s.th.›, esp. areca nut ([buioe](buioe_1))",LX000139,,,,,,,,,,,,,,,
SN000805,"chew areca nut, chew betelnut",LX000140,,,,,"Chewing areca nuts: Vanikoro is, with Tikopia, the world's easternmost place where the chewing of areca nuts is a traditional practice. People go in the forest to pick ([~ali](LX000025)) areca nuts ([buioe](buioe_1)), and pinch ([~kidi](LX000153)) betel leaves ([puluko](puluko_1)). The two elements are then mixed with lime ([awo](awo_1)), and chewed together ([~kanu](LX000139)) until feeling dizzy (see [~avo](LX000054)).",,,,,,,,,absol.,
SN000806,"softer, edible part ‹of nut, shellfish›: hence endocarp; mollusc",kangele_1,,,,,,,,,,,,,,dependent noun,
SN000807,main element ‹of s.th.›: prefix used for a few compound nouns,kangele_1,,,,,,,,,,,,,,,
SN000808,flames,kangele_iawo_1,,,,,,,,living part of a fire,,,,,,,
SN000809,giant clam,kangele_kome_1,,,"Its hard shell is traditionally used to make axes ([kome](kome_1)), hence its name.",,,,,axe mollusc,9c718b07b7e0326c4a690459c56579c1,Tridacna gigas,Sea,,,,
SN000810,fishing hook,kangele_teuko_1,,,,,,,,,,,Techn,,,,
SN000811,"Irrealis marker, with various contextual interpretations",kape_1,,,,,,,,,,,Gram,,,,
SN000812,equiv. of a future: will,kape_1,,,,,,,,,,,,,,,
SN000813,equiv. of a prospective: be about to,kape_1,,,,,,,,,,,,,,,
SN000814,"equiv. of a deontic: should, be supposed to",kape_1,,,,,,,,,,,,,,,
SN000815,equiv. of a subjunctive,kape_1,,,,,,,,,,,,,,espec. in irrealis subordinate clauses,
SN000816,equiv. of a potential: can,kape_1,,,,,,,,,,,,,,,
SN000817,equiv. of a conditional,kape_1,,,,,,,,,,,,,,in protasis and/or apodosis,
SN000818,equiv. of a habitual aspect,kape_1,,,,,,,,,,,,,,,
SN000819,"equiv. of a generic present, used in instructions",kape_1,,,,,,,,,,,,hence,,espec. with generic subject [le-](le-_1),
SN000820,indicates epistemic doubt or approximation,kape_1,,,,,,,,,,,,,,,
SN000821,root,kara_1,rua_1,,,,,,,,,,Bot,,,,tree
SN000822,grow,LX000141,,,,,,,,,,,,,,,plant+
SN000823,"grow up, become older",LX000141,,,,,,,,,,,,,pine_1,often foll. by [~vene](LX000471) ‘up’,child
SN000824,"grow stout, put on weight; be fat",LX000141,,,,,,,,,,,,,,,s.o.
SN000825,"have, have got",LX000142,,,"Although this verb is criticised as a loanword, it is frequently heard in informal speech. The equivalent in the vernacular would involve an existential predicate, usually with [~wene](LX000534) for inanimates, and [~te](LX000416) for animates.",,,,,,,,,,,,"s.o., s.th."
SN000826,generic name for a number of creepers and vines,kasule_1,,,,,,,,,,,Bot,,,,
SN000827,k.o. creeper,kasule_aulo_1,,,,,,,,hermit-crab's vine,,,,,,,
SN000828,k.o. creeper,kasule_ijene_1,,,,,,,,,,,,,,,
SN000829,"k.o. liana, ‘Great bean vine’",kasule_lava_abilo_1,,,,,,,,snake vine,,,,,lava_abilo_1,,
SN000830,k.o. creeper,kasule_loubaido_1,,,,,,,,coconut-crab's vine,,,,,,,
SN000831,k.o. creeper,kasule_loubo_1,,,,,,,,crab's vine,,,,,,,
SN000832,k.o. creeper,kasule_moloe_1,,,,,,,,red vine,,,,,,,
SN000833,k.o. creeper,kasule_vorobiliko_1,,,,,,,,,,,,,,,
SN000834,calabash,kasule_wa-biouro_1,,,Not a native tree of Vanikoro.,,,,,long-fruit vine,,Crescentia cujete,,,kasule_wa-wabulubu_1,,
SN000835,calabash,kasule_wa-wabulubu_1,,,,,,,,round-fruit vine,,,,,kasule_wa-biouro_1,,
SN000836,k.o. creeper,kasule_we_menuko_1,,,,,,,,vine (food) for birds,,,,,,,
SN000837,Perfect aspect,kata_1,,,,,,,,,,,Gram,,,,
SN000838,Prospective aspect: be about to; almost,kata_kape_1,,,,,,,,,,,Gram,,,,
SN000839,"be over, finished",katae_1,,,,,,,,,,,,,awoiu_1,,
SN000840,"Iamitive aspect, ‘already’. Intensive form of Perfective [ka](ka_2)",katae_ka_1,,,,,,,,,,,Gram,,,,
SN000841,Experiential perfect: have done (V) already at least once,katae_ka_1,,,,,,,,,,,Gram,,,,
SN000842,Inaugurative perfect: (do V) for the first time,katae_ka_1,,,"Synt.: This inaugurative meaning (‘… for the first time’) requires the clause-finally presence of a focal deictic ([na](na_1), [na ta](na_ta_1), [pon ta](pon_ta_1)) – equivalent to ‘now’ / ‘then’.",,,,,,,,Gram,,,with clause-final deictic,
SN000843,join ‹s.o.› in motion or in action; follow,LX000143,,,,,,,,,,,,,LX000155,,
SN000844,"follow, come after ‹s.o.›",LX000143,LX000127,,,,,,,,,,,fig,,,
SN000845,follow ‹s.th.›,LX000143,,,,,,,,,,,,,,,
SN000846,"follow intellectually ‹a changing referent›; refer to, adapt to, (do s.th.) according to",LX000143,,,,,,,,,,,,fig,,,
SN000847,"be suitable for, suit ‹s.o., s.th.›",LX000143,,,,,,,,,,,,,,,
SN000848,"(move, walk+) following ‹path, road+›, along ‹place›",LX000144,,,,,,,,,,,,,,"inanimate, 3sg subject",
SN000849,"adapt o.'s actions+ to ‹s.o., s.th.›; hence (do) along, according to ‹s.th.›",LX000144,,,,,,,,,,,,fig,,,
SN000850,"(do s.th.) systematically, from ‹place› to ‹place›; (do) in every ‹place›",LX000144,,,,,,,,,,,,,,+location,
SN000851,"be sufficient in quantity; enough for ‹s.o., s.th.›",LX000144,,,,,,,,,,,,,,,
SN000852,"second-born, in a group of siblings",i-katau-teve_1,,,,,,,,he follows after,,,,,,,
SN000853,observe carefully ‹s.th.›,mata_i-katau_1,,,,,,,,eyes follow,,,,,,,s.o.
SN000854,"pull, draw ‹s.th.›",LX000145,,,,,,,,,,,,,,,
SN000855,hoist ‹sail›,LX000145,,,,,,,,,,,Naut,,,,
SN000856,draw on ‹a resource›; hence suck ‹milk›,LX000145,,,,,,,,,,,,,,,
SN000857,"apply ‹s.th.› (on s.th., [ñe](LX000313)) through a drawing motion",LX000145,,,,,,,,,,,,,,,
SN000858,grate ‹tuber› in a drawing motion,LX000145,,,,,,,,,,,,hence,,,
SN000859,"go fishing (for s.th., [ñe](LX000313))",LX000146,,,,,,,,pull for s.th.,,,,,,,
SN000860,kava plant,kava_1,,,,,,,,,,Piper methysticum,Bot,,,,
SN000861,"a narcotic drink made after this plant, and consumed by men on important occasions",kava_1,,,"The consumption of kava is claimed to be customary on Vanikoro. However, the fact that this is a Polynesian loanword suggests this practise was introduced in relatively times. Still today it is only drunk on rare occasions; the traditional daily drug of Vanikoro is really the areca nut ([buioe](buioe_1)).",,"Preparing kava: You chop kava to small pieces, including the root; you grind it, mince it, squeeze it; then you drink it.","Li-ejau kava: Kava li-totoe, kara i-koie samame, li-wete me wamtaka, awoiu li-vili; ka li-anu.",,,,,,,,,
SN000862,"a reddish variety of kava, now fallen into disuse",kava_moloe_1,,,,,,,,red kava,,,,,,,
SN000863,"a yellowish variety of kava, now fallen into disuse",kava_tebene_1,,,,,,,,yellow kava,,,,,,,
SN000864,"a wild variety of kava, not suitable for drinking",kava_ele_1,,,,,,,,,,Macropiper latifolium,Bot,,,,
SN000865,how? in what way?,kavele_1,,,,,,,,,,,,,,as adverb,
SN000866,be how?,kavele_1,,,,,,,,,,,,,,as predicate,
SN000867,"put (x) on top of (y); cover (s.th., [ñe](LX000313))",LX000147,,,,,,,,,,,,,,,
SN000868,"White-spotted Spinefoot, Seagrass Rabbitfish",kaworo_1,,,,,,,,,,Siganus canaliculatus,Fish,,,,
SN000869,bite,LX000148,,,,,,,,,,,,,,,"man, animal"
SN000870,"go outside, go out; come out (of, [mina](mina_1))",LX000149,LX000180,,,,,,,,,,,,,,s.o.
SN000871,"come out, emerge",LX000149,,,,,,,,,,,,,,,s.th.
SN000872,"appear, be seen or heard",LX000149,,,,,,,,,,,,hence,,,s.th.
SN000873,be left out,LX000149,,,,,,,,,,,,somet,,,s.th.
SN000874,go from inland towards the sea; go downhill,LX000149,,,,,,,,,,,,,,geocentric coordinates,
SN000875,"move away from the island, towards the ocean",LX000149,,,,,,,,,,,,,,at sea,
SN000876,(move+) out,LX000150,,,,,,,,,,,,,,after intransitive verb,
SN000877,"(take, move s.th.) out, outside",LX000150,,,,,,,,,,,,,,after transitive verb,
SN000878,"away from the middle of the island: hence away from the forest, towards the village; down towards the coast",LX000150,,,,,,,,,,,,,,,
SN000879,"away from the island, towards the ocean",LX000150,,,,,,,,,,,,,,,
SN000880,"we, i.e. me and him/her: personal pronoun for 1st person exclusive dual",keba_1,,,,,,,,,,,Gram,,,,
SN000881,"me and (X), (X) and I",keba_1,,,,,,,,,,,,,,"Inclusory construction, foll. by NP",
SN000882,you two: personal pronoun for 2nd person dual,kela_1,,,,,,,,,,,Gram,,,,
SN000883,Sammara squirrelfish,kengele_1,,,,,,,,,,Neoniphon sammara,Fish,,,,
SN000884,Silverspot squirrelfish,ete_ie_kengele_1,,,,,,,,mother of kengele1,,Sargocentron caudimaculatum,Fish,,,,
SN000885,Sabre Squirrelfish,kengetone_1,,,,,,,,,,Sargocentron spiniferum,Fish,,,,
SN000886,Pink Squirrelfish,kengetone_1,,,,,,,,,,Sargocentron tieroides,Fish,,,,
SN000887,defecate,LX000151,,,,,,,,,,,,,,,
SN000888,"take ‹s.th., s.o.› out",LX000152,,,,,,,,,,,,,,,
SN000889,"we two, i.e. you and I: personal pronoun for 1st person inclusive dual",kia_1,,,,,,,,,,,Gram,,,,
SN000890,"fast, quick",kiane_1,LX000243,,,,,,,,,,,,,,
SN000891,"we, i.e. we and you: personal pronoun for 1st person inclusive plural",kiapa_1,,,,,,,,,,,Gram,,,,
SN000892,pinch,LX000153,,,,,,,,,,,,,,,
SN000893,"pick ‹betel leaves, [puluko](puluko_1)› by pinching their stems",LX000153,,,,,,,,,,,,esp,,,
SN000894,salt,kidisa_revo_1,,,,,,,,,,,Sea,,,,
SN000895,"k.o. pandanus, the leaves of which are commonly used for weaving",kie_1,,,,,,,,,,Pandanus tectorius,Bot,,woubo_1,,
SN000896,variety of pandanus leaves with leaves of a pale yellow colour,kie_tebene_1,,,,,,,,yellowed pandanus,,,,,,,
SN000897,hole of ‹s.th.› dug in the ground,kie_2,,,,,,,,,,,,,,,
SN000898,"grave of ‹s.o.›, sepulture",kie_2,,,,,,,,,,,,esp,,,
SN000899,call out to ‹s.o.›,LX000154,,,,,,,,,,,,,,,
SN000900,"invoke ‹deity›, with a prayer or curse",LX000154,,,,,,,,,,,,,,,
SN000901,"call, get ‹s.o.› on the phone or the teleradio",LX000154,,,"Vanikoro has no phone. Communication between villages, or with other islands, is done by teleradio.",,,,,,,,,,,,
SN000902,"call ‹s.th., s.o.› with such and such a name",LX000154,,,,,,,,,,,,,,followed by [~ko](LX000166),
SN000903,"follow, join ‹s.o., s.th.› in motion or action",LX000155,,,,,,,,,,,,,,,
SN000904,marry ‹a woman›,LX000155,LX000418,,,,,,,,,,,,,,man
SN000905,"marry, get married",LX000155,,,,,,,,marry each other,,,,,,"dual subject, reciprocal construction",
SN000906,"wed, marry; be married",LX000156,,,,,,,,join a woman,,,,,,,man
SN000907,celebrate a wedding,li-kila_idi_1,,,Phraseol.: This periphrase makes for the absence of a noun ‘wedding’.,,,,,someone marries someone,,,,,,indefinite subject and object,group of people
SN000908,"address, talk to ‹s.o.›, esp. with a formal or solemn tone; invoke",LX000157,,,,,,,,,,,,,,,
SN000909,"inform ‹s.o.› (about s.th., [ñe](LX000313)), esp. in some length; explain, tell",LX000157,,,,,,,,,,,,,LX000493,,
SN000910,blind,kilo_1,,,,,,,,,,,,,,,"eyes, [mata](mata_1)"
SN000911,"long, thin leaflets or vegetal fibres, typic. hanging down in great number",LX000158,,,,,,,,,3b3ac81ceeca1373268f87bf7099b160,,,,,,
SN000912,"long, thin appendage hanging from ‹s.th.› in high number",LX000158,,,,,,,,,,,,by ext,,,
SN000913,grass skirt made with fibres of Areca palm ([buioe](buioe_1)),LX000159,,,,,,,,Areca fibres,,,,,,,
SN000914,"grass skirt made of fibres of cottonwood hibiscus ([voro](voro_1)), typic. worn by children",LX000160,,,,,,,,cottonwood fibres,60342703157588c1c57830670073973f,,,,,,
SN000915,"the long, many fibres made of leaves, which hang down from a [tamate](tamate_1) ritual mask, by way of the Spirit's hair",LX000161,,,,,,,,,,,,,,,
SN000916,"head hairs, considered in their length rather than their volume",LX000162,,,,,,,,,,,,,,,
SN000917,octopus,LX000163,,,,,,,,long-tentacles,19e798f9b56e9e954149d15449ae10d3,Octopus spp,Fish,,,,
SN000918,pinnate,LX000164,,,,,,,,,,,,,,,"leaf, plant"
SN000919,kitchen,kisin_1,,,,,,,,,,,,,,,
SN000920,"first, as a first action",ko_1,,,Clause-final particle.,,,,,,,,,,,,
SN000921,(do) for a second: forms a polite order; hence please,ko_1,,,,,,,,,,,Disc,,,with imperative,
SN000922,"exclamatory particle pointing to the immediate context, typic. to the addressee's speech or action",ko_1,,,,,,,,,,,Disc,,,deictic use,
SN000923,"say ‹s.th.›, declare. Introduces direct reported speech",LX000165,,,,,,,,,,,,,LX000477,alone,
SN000924,call s.th. ‹so and so›,LX000165,,,,,,,,,,,,,,qualifying an NP,
SN000925,"tell s.o. to do s.th.; order, suggest that",LX000165,,,,,,,,,,,,,,"+ Irrealis clause, different subject",
SN000926,"think, believe (that)",LX000165,,,,,,,,,,,,,LX000502,+ realis clause,
SN000927,"want to, be about to",LX000165,,,"Synt.: Modal attraction: [~ko](LX000171) itself often takes Irrealis, due to attraction (prolepsis) towards the mood of its complement.",,,,,,,,,,LX000057,+ Irrealis clause,
SN000928,introduces direct reported speech,LX000166,,,Synt.: Equivalent of a Quotative particle. Usually not translated in English.,,,,,,,,,,,serialized after a verb of speech,
SN000929,"(go) like this: gestural quotative, introducing a gesture or a face expression",LX000166,,,,,,,,,,,,somet,,,
SN000930,introduces indirect reported speech. Functions as an obligatory complementizer ‘(say+) that’,LX000166,,,"Synt.: Common after verbs such as [~vete](LX000477) ‘say’, [~viñi](LX000493) ‘tell’, [~watebo](LX000533) ‘ask’, [~atevo](LX000045) ‘narrate’, [~waivo](LX000517) ‘explain’, [~lengi](LX000228) ‘hear’, [~romo](LX000364) ‘see’.",,,,,,,,,,,serialized after a verb of speech,
SN000931,"introduces the content of thought. Functions as an obligatory complementizer, Eng. ‘(think, know, want+) that’",LX000166,,,,,,,,,,,,,,serialized after a verb of perception or thought,
SN000932,"with the plan or intention to; in order to, so that",LX000166,,,,,,,,,,,,,me_kape_1,serialized; somet. followed by [me](me_2) and/or [kape](kape_1),
SN000933,as ‹so and so›,LX000166,,,,,,,,saying that (it) is,,,,,,+ non-verbal predicate,
SN000934,"so they say…: formula found in narratives, as the narrator reminds the audience that the story originates in hearsay or oral tradition",li-ko_1,,,,,,,,they say,,,,,,,
SN000935,be open,LX000167,LX000069,,,,,,,,,,,,,,
SN000936,open ‹s.th.›,LX000168,LX000070,,,,,,,,,,,,,,
SN000937,be wide open,LX000169,,,,,,,,open big,,,,,,,"mouth, eyes, legs+"
SN000938,"wait for ‹s.o., s.th.›",LX000170,,,,,,,,,,,,,,,
SN000939,"(do V) waiting for ‹s.th., s.o.›",LX000171,,,,,,,,,,,,,rema_1,,
SN000940,"suppose, believe, think (that)",LX000172,,,,,,,,say~think that perhaps,,,,,LX000165,,
SN000941,hope (that),LX000172,,,,,,,,,,,,rare,LX000502,,
SN000942,"want, intend to; be about to",LX000173,,,,,,,,,,,Gram,,,"+ Irrealis clause, same subject",
SN000943,want s.o. to do s.th.,LX000173,,,,,,,,,,,Gram,,LX000176,"+ Irrealis clause, different subject",
SN000944,"want to, intend to",LX000174,,,,,,,,,,,,,LX000165 ; LX000056 ; LX000057,+ Irrealis,
SN000945,"in order to, with the intent to",LX000175,,,,,,,,,,,,,,,
