ID,Description,Entry_ID,Antonym,Bibliographical_Reference,Encyclopedic_Info,Etymology_Source,Infobox,Infobox_Teanu,Lexical_Function_Gloss,Literally,Media_IDs,Scientific_Name,Semantic_Domain,Sense_Comment,Synonym,Syntactic_Restriction,Typical_Subject
SN000256,"head, root",basa_1,,,,,,,,,,,,,,,plant
SN000257,"one of the two ends of ‹a ship›; esp. front part, prow",basa_1,teviri_1,,,,,,,,,,,,noma_1 ; teviumu_1 ; menuko_1,,ship
SN000258,prominent part of ‹s.th.›,basa_1,,,,,,,,,,,,,,,
SN000259,mountain,basa_2,,,,,,,,,,,,,,,
SN000260,"lineage, family line; clan; moiety",basa_3,,,,,"In a matrilineal society like Vanikoro, children automatically belong to the lineage of their mother (et' adapa) and maternal uncles (gi' adapa). Their father and paternal uncles belong to a different lineage.",,,,,,,,,,
SN000261,"pay the ritual fee to enter a clan, through presents ([savene](savene_1), etc.) and food",LX000059,,,,,,,,buy clan,,,,,,,
SN000262,tribe,basa_pine_1,,,,,,,,large clan,,,,,,,
SN000263,"blunt, dull",basa_4,metene_1,,,,,,,,,,,,,,blade+
SN000264,"tie-beam: horizontal beam resting on posts ([iutego](iutego_1), [digo](digo_1)), and supporting the roof structure",basadigo_1,,,"A house has two such beams, one on each side of the roof.",,,,,head of timber,,,Archi,,,,
SN000265,island,basakulumoe_1,temotu_1,,,,,,,mountain (?) of inhabited-land,,,Geo,,,,
SN000266,"land, country",basakulumoe_1,,,,,,,,,,,,by ext,kulumoe_1,,
SN000267,"moment, time",basavono_1,,,,,,,,,,,,,,with or without preposition [ne](ne_1),
SN000268,now; nowadays,basavono_na_1,,,,,,,,this moment,,,,,,,
SN000269,"when, as",basavono_pe_1,,,,,,,,(at) the moment that,,,,,,,
SN000270,peace,basavono_wako_1,,,,,,,,good times,,,,,,,
SN000271,"k.o. leafy tree, unidentified",baudo_1,,,,,,,,,,,Bot,,,,
SN000272,coconut palm,bauluko_1,,,,,,,,,34771571b27ea94ddb8854f328993219,,Bot,,,,
SN000273,Common Noddy,bauro_1,,,,,,,,,,Anous stolidus,Ornith,,,,
SN000274,foot,bava_aele_1,,,,,,,,,,,Anat,,,,
SN000275,sail,bavede_1,,,,,,,,,0924f4784357518072636aa77d64bc7f,,,,,,ship
SN000276,"butterflyfish, bannerfish",bavede_2,,,,,,,,,,Chaetodontidae spp,Fish,,,,
SN000277,Blacktail Snapper,bavolo_1,,,,,,,,,,Lutjanus fulvus,Fish,,,,
SN000278,Humpback red snapper,bavolo_we_Tangalo_1,,,,,,,,Tangalo's bavolo1,,Lutjanus gibbus,Fish,,,,
SN000279,once again,be_1,,,,,,,,,,,,,,,
SN000280,"in addition, besides",be_1,,,,,,,,,,,,,,,
SN000281,another one; the next one,iote_be_1,,,,,,,,,,,,,,,
SN000282,"guts, bowels, intestine",bea_1,,,,,,,faeces,,,,Anat,,,,"man, animal"
SN000283,"silk secreted by ‹spider›; hence spider web, cobweb",bea_1,,,,,,,,,,,,,moe_ie_ave_1,,spider
SN000284,"Napoleon Wrasse, Humphead Wrasse",bebenuro_1,,,,,,,,,,Cheilinus undulatus,Fish,,,,
SN000285,"cover ‹s.th., s.o.›, esp. with ([ñe](LX000313)) s.th. heavy",LX000060,,,,,,,,,,,,,,,
SN000286,"walk on ‹s.th.›, squash ‹s.th.› with o.'s foot",LX000060,,,,,,,,,,,,,,,
SN000287,"squash, crush, destroy ‹s.th.›",LX000060,,,,,,,,,,,,gen,LX000385,,
SN000288,"trample on ‹law, ethics, taboo›, infringe",LX000060,,,,,,,,,,,,fig,,,
SN000289,"lie down, sleep",LX000061,,,,,,,,squash mats,,,,periphr,,,
SN000290,‘hold a vigil’: a funeral ceremony taking place in the house of a recently dead person,LX000061,,,,,"Squashing mats for the dead: When a person dies, we first bury their body. Then people in the community will hold a vigil (‘squash mats’) for five days in that person's home. During these vigils, we tell each other stories, we sing songs, eat together, sleep; we drink tea, chew betel nut, play cards together… When the ceremony is over, it's time to fold the mats away ([~lu bete](LX000236)*).","Li-bei bete: Nga mwaliko i-bu, dapa le-le le-iu ebele ini. N’ adie, dapa abia ne kulumoe kape le-bei bete bogo tili ne moe iape. Li-bei bete pon, li-atevo iepiene pe noma, li-oburo, li-vongo ka li-mokoiu; li-anu ero pana ka li-kanu, ka li-moloe ne kat… Awoiu, kape le-lu bete.",,,,,Ethn,euph,,,
SN000291,"harden, solidify",LX000062,,,,,,,,,,,,,,,liquid+
SN000292,"solid, sturdy",beiuko_1,pwelele_1,,,,,,,,,,,,,,
SN000293,"solid, whole",beiuko_1,,,,,,,,,,,,fig,,when counting,
SN000294,"firmly, strongly",beiuko_2,,,,,,,,,,,,,,,
SN000295,skin,bele_1,,,,,,,,,,,,,,,"man, animal"
SN000296,skin,bele_1,,,,,,,,,,,,,,,vegetable+
SN000297,bark,bele_1,,,,,,,,,,,,,,,tree
SN000298,cover,bele_1,,,,,,,,,,,,,,,book
SN000299,lips,bele_mwa_1,,,,,,,,skin of mouth,,,Anat,,,,
SN000300,tree bark,bele_vilo_1,,,,,,,,tree skin,,,,gen,,,
SN000301,"tapa, flexible material made on tree bark, used for traditional ornaments and clothes",bele_vilo_1,,,,,,,,,,,,,,,
SN000302,"traditional sander, made of the rough skin of a stingray ([voro](voro_2))",bele_voro_1,,,,,"The stingray sander: ‘If you catch one of those stingrays whose skin is rough and rugged, you tear the skin off its back, and put it to dry in the sun. Then, you wrap it around a stick, and tie it with a stitch. It can be used for sanding axe handles, paddles, wooden dishes, and so on.’","bele voro: Li-la voro pe bele ini jiejie, li-kai bele utedie ini, awoiu li-la li-teli ne aeve me kokoro. Awoiu li-dai ñe vilo li-asai botongo. Awoiu ka i-wene peini u-totoñe via kome, via wele, tekumete, nga pon.",,skin of stingray,,,,,,,
SN000303,common fern,belebale_1,,,"Etym.: Literally ‘skin of breadfruit’, probably due to the honeycomb aspect of fern leaves.",,,,tree fern,,,Cyclosorus spp ; Pteridophyta,Bot,,,,
SN000304,"‘almond shelf’: a lattice shelf made of woven bamboo, hanging high over the fireplace in the kitchen, used for storing canarium almonds ([vongoro](vongoro_1)) while they dry",belemele_1,,,,,,,,,,,Food,,,,
SN000305,"long antennae found on certain ritual headdresses ([tamate](tamate_1)), representing the Spirit's eyes",bemata_1,,,,,,,,,e7cdb905c393a845a24cb9a5481e7ebe,,,,,,
SN000306,bald,beme_1,,,,,,,,,,,,,,,
SN000307,ashes,beniawo_1,,,,,,,,,,,,,,,
SN000308,"navigable passage: strait, channel",benoe_1,,,,,,,,,,,Naut,,mataiko_1,,
SN000309,k.o. creeping vine,benuro_1,,,,,,,,,,Mikania micrantha,Bot,,,,
SN000310,"Besungale, a mythological creature described as an evil woman with long breasts",Besungale_1,,,,,"Besungale the female demon: Besungale is a woman with long breasts, with which she can strike you to death. She lives in the mangrove, or inside banyans, or in caves.","Besungale: Besungale ini emele ero me ini biouro, i-ago ñe eo kape u-bu. I-te ne ka togobe, ne utele boke, ne bonge.",,,,,Myth,,,,
SN000311,mat,bete_1,,,,,,,,,,,,,,,
SN000312,"bed mat, bed",bete_2,,,,,,,,,,,,,,,s.o.
SN000313,"close, shut itself",LX000063,,,,,,,,,,,,,,,clam [madele](madele_1)
SN000314,"white, bright (opp. [bworo](bworo_1) ‘dark’)",beve_1,,,,,,,,,,,,,koro_1,,
SN000315,Lined Bristletooth,beveko_1,,,,,,,,,,Ctenochaetus striatus,Fish,,,,
SN000316,"pick ‹fruit› from its tree, using hand",LX000064,,,,,,,,,,,,,,,
SN000317,"fan (s.o., s.th., [ñe](LX000313))",LX000065,,,,,,,,,,,,,,,
SN000318,"Bilbeure, a snake-like deity",Bilbeure_1,,,This ancient god is associated with the [Lovono](Lovono_1) area.,,,,,,,,Myth,,,,
SN000319,Bumphead parrotfish,bile_1,,,,,,,,,89da6222733bccbbf6aaf0da32ed6151,Bolbometopon muricatum,Fish,,,,
SN000320,Sea hearse tree (Hernandiaceae),bilibiro_1,,,,,,,,,,Hernandia nymphaefolia,Bot,,,,
SN000321,cowrie,biliko_1,,,,,,,,,,Cypraea spp.,Sea,,,,
SN000322,Red bass snapper,bimole_1,,,,,,,,,,Lutjanus bohar,Fish,,,,
SN000323,mucus,bingone_1,,,,,,,,,,,Anat,,,,
SN000324,long,biouro_1,kuledi_1,,,,,,,,,,,,,,s.th.
SN000325,tall,biouro_1,,,,,,,,,,,,,,,s.o.
SN000326,"lengthy, verbose",biouro_1,,,,,,,,,,,,,,,"speech, story"
SN000327,"length, size",biouro_2,,,,,,,,,,,,,,,
SN000328,"at length, in detail",biouro_3,,,,,,,,,,,,,,with verb [~le](LX000219) ‘go’,
SN000329,shoulder,bisa_1,,,,,,,,,,,Anat,,,,
SN000330,"be surprised (by s.th., [ñe](LX000313)), be astonished",LX000066,,,,,,,,,,,,,LX000102,,
SN000331,"k.o. tree, can grow very tall",blateno_1,,,,,,,,,,Sterculia banksiana,Bot,,,,
SN000332,"ritual pole. During [ngapiene](ngapiene_1) celebrations, dancers stomp on wooden boards ([~wate tepapa](LX000531)) which are laid out in a circle around a high wooden pole ([blateno](blateno_1)). From that pole hang large amounts of fruit. At the end of the celebration season, the pole is brought down and the fruit are distributed to the participants.",blateno_1,,,,,,,,,,,Ethn,,,,
SN000333,"collect, gather, heap up ‹s.th.›",LX000067,,,,,,,,,,,,,,,
SN000334,"carve ‹wood›, to give it a specific shape or sharpen it",LX000068,,,,,,,,,,,,,,,
SN000335,shark,boe_1,,,,,,,,,cf8020fd3e05ceb31a1fe2a64e98b72c,Carcharhiniformes spp,Fish,gen,,,
SN000336,hammerhead shark,bwoe_baro_1,,,,,,,,coconut-petiole shark,,Sphyrnidae spp,Fish,,,,
SN000337,Blacktip reef shark,bwoe_tebene_1,,,,,,,,pale shark,,Carcharhinus melanopterus,Fish,,,,
SN000338,Whitetip reef Shark,bwoe_temiao_1,,,,,,,,,,Triaenodon obesus,Fish,,,,
SN000339,Silvertip shark,bwoe_telaifi_1,,,,,,,,,,Carcharhinus albimarginatus,Fish,,,,
SN000340,night,bogo_1,,,,,,,,,,,,,,,
SN000341,banyan tree,boke_1,,,,,,,,,9cb30d578ce69b659566bd2cbe9a4f41,Ficus spp,Bot,,,,
SN000342,tree fern,bokoe_1,,,,,,,,,,Cyathea spp,Bot,,,,
SN000343,be shut,LX000069,LX000167,,,,,,,,,,,,,,
SN000344,shut ‹door+›,LX000070,LX000168,,,,,,,,,,,,,,
SN000345,"cave, in a rock or cliff, typically on the coast",bonge_1,,,,,,,,,437c0771cb18e2169ac8b50a456d8d9f,,,,,,
SN000346,black,boro_1,,,,,,,,,,,,,,,
SN000347,parrotfish,boro_2,,,,,,,,,,Scaridae spp,Fish,,,,
SN000348,Quoy's Parrotfish,boro_2,,,,,,,,,,Scarus blochi,Fish,esp,,,
SN000349,Bridled Parrotfish,boro_2,,,,,,,,,,Scarus frenatus,Fish,,,,
SN000350,"black, dark",boroboro_1,,,Reduplication of [boro](boro_1).,,,,,,,,,,,,
SN000351,above,boso_1,,,,,,,,,,,,,,,
SN000352,"(do s.th.) so as to cover, close, protect+",botongo_1,,,,,,,,,,,,rare,,after verb,
SN000353,"interpose (s.th., oneself) between A and B, so as to prevent A (typically an agentive participant in motion) from reaching B (typically a static target)",LX000071,,,"Synt.: The grammatical object is sometimes A (yielding meanings such as ‘stop, prevent’), sometimes B (yielding meanings such as ‘protect, take care’).",,,,,,,,,,,,s.o.
SN000354,"block, shut ‹s.th.›",LX000071,,,,,,,,,,,,,,,
SN000355,"stop, prevent ‹s.o.› from doing s.th. ([me](me_1) or [nara](nara_1) +Irr.); forbid",LX000071,,,,,,,,,,,,,LX000113,,
SN000356,separate ‹people› from each other,LX000071,,,,,,,,,,,,,,object non-sg,
SN000357,impede access to ‹s.th.›,LX000071,,,,,,,,,,,,,,,
SN000358,"be in a position that blocks access to ‹s.th.›, whether deliberately or not, to impede access to ‹s.o., s.th.›; hence (sit+) on ‹s.th.›; (sit+) besides or with ‹s.o., s.th.› as a way to protect",LX000071,,,,,,,,,,,,,,serialised after posture V,
SN000359,"protect ‹s.o., s.th.› from a potential danger",LX000071,,,,,,,,,,,,,,,
SN000360,"take care of, look after ‹s.o., s.th.›",LX000071,,,,,,,,,,,,hence,,,
SN000361,do s.th. in favour of ‹s.o.›,LX000071,,,,,,,,,,,,,,serialised after action V,
SN000362,"take care of ‹o.s.›, hence be careful",LX000072,,,,,,,,,,,,,,reflexive construction,
SN000363,modern boat,botu_1,,,,,,,,,,,,,,,
SN000364,k.o. tree,bou_1,,,,,,,,,32af9c3522a6b3d39b9f996d262f99aa,Premna corymbosa (?),Bot,,,,
SN000365,"die, pass away",LX000073,,,,,,,,,,,,,,,
SN000366,"fold or roll ‹s.th. flexible: cloth, leaf+›",LX000074,,,,,,,,,,,,,LX000235,,
SN000367,"furl ‹sail, [bavede](bavede_1)›",LX000074,,,,,,,,,,,Naut,esp,,,
SN000368,"conative prefix, presenting action as tentative",bu-_1,,,Combines especially with verbs in order sentences.,,,,,,,,,,,,
SN000369,"plait, braid ‹hair›",LX000075,,,,,,,,,,,,,,,
SN000370,testicles,buia_1,,,,,,,,,,,Anat,,,,
SN000371,abdomen – appreciated for its taste,buia_1,,,,,,,,,,,,,,,crustacean
SN000372,sprout ball formed inside a germinated coconut,buia_luro_1,,,,,,,,,,Cocos nucifera,,,,,
SN000373,curly,LX000076,,,,,,,,,,,,,,,hair
SN000374,"Areca palm, a tree",buioe_1,,,,,,,,,,Areca catechu,,,,,
SN000375,"areca nut, as commonly chewed ([~kanu](LX000139)) together with betel leaves ([puluko](puluko_1)) and lime ([awo](awo_1))",buioe_1,,,,,,,,,,,,esp,,,
SN000376,book,buka_1,,,,,,,,,,,,,,,
SN000377,notebook,buka_1,,,,,,,,,,,,,,,
SN000378,linker used between [buro](buro_1) ‘song’ and the topic of that song,bula_1,,,,,,,,,,,,,,,
SN000379,ritual pole,bulateno_1,,,,,,,,,,,,,,,
SN000380,"try to hear; listen, pay attention to",LX000077,,,,,,,,,,,,,,,
SN000381,gum,buluko_1,,,,,,,,,,,,,puluko_1,,tree
SN000382,"candle or torch, traditionally made with kaori gum",buluko_1,,,,,,,,,,,,,,,
SN000383,"lamp, light",buluko_1,,,,,,,,,,,,gen,,,
SN000384,volcano,buluko_ie_tadoe_1,,,,,,,,the torch of Gods,,,Geo,,,,
SN000385,"remora, suckerfish, pilotfish",bulusa_namuko_1,,,,,,,,? of fish,,Echeneidae spp,Fish,,,,
SN000386,k.o. tree (Euphorbiaceae),buluwowo_1,,,,,,,,,,Macaranga tanarius,Bot,,,,
SN000387,Whitecheeked Surgeonfish,bumavira_1,,,,,,,,,,Acanthurus nigricans,Fish,,,,
SN000388,Green-winged Ground Dove,bune_1,,,,,,,,,,Chalcophaps indica,Ornith,,,,
SN000389,batfish,bunero_1,,,,,,,,,,Platax sp.,,,,,
SN000390,Tamanu tree,buro_1,,,,,,,,,,Calophyllum inophyllum,Bot,,,,
SN000391,song,buro_2,,,,,,,,,,,Mus,,,,
SN000392,"song about ‹s.th., s.o.›; song designed for ‹s.th.›",buro_bula_1,,,,,,,,song of?,,,,,,,
SN000393,"song genre, meant to accompany on the sound of pounded bamboos",buro_bula_okoro_1,,,,,,,,song of bamboos,,,Mus,,,,
SN000394,ridge flashing: section of roof thatch placed on the ridgepole,busumoe_1,,,,,,,,,,,Archi,,,,
SN000395,taro,bute_1,,,More commonly referred to as [jebute](jebute_1) – a former compound of [jie](jie_1) [bute](bute_1).,,,,,,,Colocasia esculenta,,,,,
SN000396,"particle introducing conjecture and doubt: perhaps, probably ; I believe, I guess",bwara_1,,,,,,,,,,,,,,,
SN000397,"about, roughly",bwara_1,,,,,,,,,,,,esp,,with numbers,
SN000398,try,LX000078,,,,,,,,,,,,,LX000048,serial pattern,
SN000399,shark,bwoe_1,,,,,,,,,,,,,,,
SN000400,night: period of darkness in the day cycle,bwogo_1,moro_1,,,,,,,,,,,,nedemo_1,,
SN000401,"day, when counting them",bwogo_1,,,,,,,,,,,,,,,
SN000402,"become night, be night",bwogo_2,,,,,,,,,,,,,,with TAM markers,
SN000403,in the darkness,bwogo_3,,,,,,,,,,,,rare,,,
SN000404,during the night; tonight,ne_bwogo_1,,,,,,,,at night,,,,,,,
SN000405,"greeting uttered when leaving s.o. for the night, or for a longer period: hence good night, farewell",bwogo_wako_1,,,,,,,,good night,,,,,,,
SN000406,all day long,ra_ra_bwogo_1,,,,,,,,until it was night,,,,,,,
SN000407,black,bworo_1,,,,,,,,,,,,,bworobworo_1,,
SN000408,"black, esp. Melanesian",bworo_1,damala_1,,,,,,,,,,,,,,person
SN000409,"unripe, green",bworo_1,LX000023,,,,,,,,,,Bot,,,,fruit
SN000410,"black, dark",bworobworo_1,koro_1,,,,,,,,,,,,bworo_1,,
SN000411,"3rd person dual independent pronoun, referring to a pair of people already mentioned in discourse",da_1,,,,,,,,,,,Gram,,,,
SN000412,they,da_1,,,,,,,,,,,,,,subject,
SN000413,"them: anaphoric third dual pronoun, referring to a pair of people already mentioned in discourse",da_1,,,,,,,,,,,,,,object,
SN000414,their: 3rd dual possessor of inalienable nouns,da_1,,,,,,,,,,,,,,possessor,
SN000415,dyad: construction referring to a couple of kin-related individuals,da_2,,,,,,,,,,,Gram,,,foll. by possessed kin term,
SN000416,(X) and (Y): serves as a coordinator between two human individuals,da_3,,,,,,,,,,,Gram,,,between two singular NP's,
SN000417,plural proclitic found in combination with a handful of irregular plural nouns,LX000079,,,"Synt.: Ordinary nouns encode their plural using [dapa](dapa_1) or [uña](LX000460), e.g. [dapa](dapa_1) [teliki](teliki_1) ~ [uña](LX000460) [teliki](teliki_1) ‘(the) chiefs’.",,,,,,,,,,,,
SN000418,"go past, cross ‹s.th., s.o.›",LX000080,,,,,,,,,,,,,,,
SN000419,pass,LX000080,,,,,,,,,,,,,,in time expressions,time+
SN000420,"exceed, surpass ‹s.th., s.o.› in doing s.th., hence do s.th. better or be more than. Forms comparative structures",LX000080,,,,,,,,,,,,,,after a first adjectival or verbal predicate,
SN000421,jellyfish,dada_1,,,,,,,,,,Cnidaria spp. ; Thystanostoma spp.,Sea,,,,
SN000422,"surround ‹s.th.›, go around ‹a place›",LX000081,,,,,,,,,,,,,,often V2 in serial pattern,
SN000423,"go around, go in circle",LX000082,,,,,,,,,,,,,,often V2 in serial pattern,
SN000424,"surround ‹s.th.›, go around ‹a place›",LX000083,,,,,,,,,,,,,,often V2 in serial pattern,
SN000425,"(go) around, (go) along ‹a group+›",LX000083,,,,,,,,,,,,,,distributive meaning,
SN000426,"(go) around, (go) in circle",LX000084,,,,,,,,,,,,,,"often V2 in serial pattern, 3sg subject",
SN000427,"white, Westerner",damala_1,,,,,,,white,,,,,,,,person
SN000428,"Westerners, whitemen",damala_1,,,,,,,,,,,,,,"collective use, even with no plural marker",
SN000429,"typical of the Western world, modern (opp. [iakapa](iakapa_1), traditional)",ie_damala_1,,,,,,,,of whitemen,,,,,,,
SN000430,children: irregular plural of [menu](menu_1) or [apali](apali_1),dameliko_1,,,Morph.: Originally [da](da_1) [meliko](meliko_1) with plural [da=](LX000079) clitic; the dual form is [da-tilu](da-tilu_1) [meliko](meliko_1) ‘the two children’. The form sometimes has redundant plural marking: [uña](LX000460) [dameliko](dameliko_1).,,,,,,,,Kin,,,,
SN000431,"anaphoric third plural pronoun, referring to a group of people already mentioned in discourse",dapa_1,,,,,,,,,,,Gram,,,"subject, object or possessor",
SN000432,"generic plural pronoun: people, generic ‘they’",dapa_1,,,"Sem.: In this meaning, [dapa](dapa_1) is less common than [idi](idi_1), the impersonal 3pl pronoun, which is always non-anaphoric (‘people’).",,,,,,,,,rare,idi_1,,
SN000433,people! guys!,dapa_1,,,,,,,,,,,,,,appellative,
SN000434,plural marker for human nouns,dapa_2,,,,,,,,,,,Gram,,LX000460,foll. by Noun,
SN000435,"in the absence of a noun head, [dapa](dapa_1) serves as head in a plural NP with human reference: ‘people’, ‘those (who+)’",dapa_2,,,,,,,,,,,,,,foll. by NP modifier,
SN000436,"‹s.o.›’s people: relatives, family; community",dapa_2,,,,,,,,,,,Kin,,,+possessor [enone](enone_1),
SN000437,"young unmarried boys, typic. male teenagers",dapa_gete_1,,,,,,,,,,,,,,plural of [mwatagete](mwatagete_1),
SN000438,"adult men, elderly men",dapa_wopine_1,,,,,,,,the great ones,,,,,,masculine and plural,s.o.
SN000439,"‘great men’: men of high rank, initiated men; hence chief",dapa_wopine_1,dapa_gete_1,,,,,,,,,,,,,,
SN000440,ancestors,dapa_wopine_1,,,,,,,,,,,,somet,dapa_noma_1,,
SN000441,"men: irregular plural of [mwalikote](mwalikote_1) ‘man, male’",dapenuo_1,,,Morph.: Originally da penuo with plural [da=](LX000079) clitic; the dual form is [da-tilu](da-tilu_1) [penuo](penuo_1) ‘the two men’.,,,,,,,,,,,,
SN000442,"dual proclitic, combined with the same irregular plural nouns as [da=](LX000079)",da-tilu_1,,,,,,,,,,,,,,,
SN000443,"they two, both of them. Heavier form of 3 dual pronoun [da](da_1)",da-tilu_2,,,,,,,,,,,,,,definite sense,
SN000444,"two people; a couple (married or not), a dyad",da-tilu_2,,,,,,,,,,,,,,generic sense,
SN000445,you two; guys!,da-tilu_2,,,,,,,,,,,,,,appellative,
SN000446,women: irregular plural of [emele](emele_1) ‘woman’,LX000085,,,"Morph.: Originally da viñevi with plural [da=](LX000079) clitic; the dual form is [da-tilu](da-tilu_1) [viñevi](LX000492) ‘the two women’. The form [viñevi](LX000492) sometimes appears in compounds, e.g. [da](da_1) [meliko](meliko_1) [viñevi](LX000492) ‘female children, i.e. girls’.",,,,,,a89a11f83856f53247487fb46b28a2a7,,,,,,
SN000447,k.o. leafy plant (Polypodiaceae),davuduko_1,,,,,,,,,,Microsorum punctatum,Bot,,,,
SN000448,tail,dekele_1,,,,,,,,,,,Anat,,,,animal
SN000449,petal,delesa_1,,,,,,,,,,,,,,,
SN000450,outrigger of a canoe,demene_1,,,,,,,,,5d4b7b921b5fb84f8438b295f4033634,,Techn,,,,
SN000451,outrigger canoe,kuo_demene_1,,,,,,,,,,,,,,,
SN000452,k.o. tuna,dere_1,,,,,,,,,,Thunnus sp.,Fish,,,,
SN000453,Skipjack tuna,dere_wablubu_1,,,,,,,,round tuna,,Euthynnus pelamis,Fish,,,,
