ID,Language_ID,Headword,Part_Of_Speech,1st_Person_SG,3rd_Person_SG,Contains,Entry_IDs,Etymology,Heterosemes,Lovono_Equivalent,Main_Entry,Morphology,Orthographic_Variant,Paradigm_Form,Phonetic_Form,Reduplication_Form,Tanema_Equivalent,Variant_Form
LX000122,tkw,iote… iote,construction,,,iote_3,,,,,,,,,,,,
ioti_1,tkw,ioti,noun,,,,adawo_1,,,ioti,,,,,joti,,,
ise_1,tkw,ise,"noun, relational",,,,,,,use,,,,3s: ise ini,ise,,bivala,
iu_1,tkw,iu,locative,,,,LX000432,,,ngau,,,,,ju,,iu,
LX000123,tkw,~iu,"verb, transitive",,,,,,,,,,,,(i·)ju,,~po,
LX000124,tkw,~iu,"verb, transitive",,,,,,,,,,,,(i·)ju,,,
LX000125,tkw,~iui,"verb, transitive",,,,,,,~tui,,,,,(i·)jui,,~so,~ioi
LX000126,tkw,~iui teuko,"verb, transitive",,,LX000125,LX000261,,,~tui namatau,,,,,,,,
iuko_1,tkw,iuko,noun,,,,,,,,,,,,juko,,,
iula_1,tkw,iula,noun,,,,tenuro_1,,iula_2,,,,,,jula,,,
iula_2,tkw,iula,"noun, relational",,,,,,iula_1,,,,,,jula,,,
iula_teuko_1,tkw,iula teuko,noun,,,iula_2,LX000328,,,,,[iula](iula_2) + [teuko](teuko_1),,,,,,
LX000127,tkw,~iumu,auxiliary,,,,ko_1,,,~ono,,,,,(i·)jumu,,"~amo, ~amu",
iune_1,tkw,iune,numeral,,,,tivi_1 ; ngasune_1,,iune_2,tilioko,,,,,june,,omwano,
iune_2,tkw,iune,postverb,,,,,,iune_1,tilioko,,,,,june,,omwano,
iune_na_1,tkw,iune na,phrase,,,iune_1,,,,,,[iune](iune_1) + [na](na_3),,,,,,
iune_iune_1,tkw,iune iune,phrase,,,iune_1,,,,,,repetition of [iune](iune_1),,,,,,
iune-tae_1,tkw,iune-tae,numeral,,,,tivi_1,,,,,[iune](iune_1) + [tae](tae_1),,,junetae,,,iuntae
iunido_1,tkw,iunido,noun,,,,,,,,,analogy with [iunido](iunido_2),,,juniⁿdo,,,
iunido_2,tkw,iunido,noun,,,,aluko_1,,,,,analogy with [iunido](iunido_1),,,juniⁿdo,,,
iunubo_1,tkw,iunubo,noun,,,,,,,nunumie,,,,,junuᵐbo,,nuba,
iupa_1,tkw,iupa,possessive,,,,,,,iemitore,,,,,jupa,,(ak)egamuto,
iura_1,tkw,iura,locative,,,,,,iura_2,leve ngau,,[iu](iu_1) ‘above’,,,jura,,iu-da,
iura_2,tkw,iura,toponym,,,,,,iura_1,leve ngau,,,Iura,,jura,,iu-da,
iuro_1,tkw,iuro,noun,,,,nengele_moe_1 ; bavede_1 ; kuo_1,,,,,,,,juro,,,
iutego_1,tkw,iutego,noun,,,,nengele_moe_1,,,,,,,,juteᵑgo,,,
iutego_peini_tokoli_1,tkw,iutego peini tokoli,noun,,,iutego_1,,,,,,,,,,,,
ive_1,tkw,ive,predicative,,,,,,,iwo,,,,,ive,,ija,
LX000128,tkw,pe ive?,interrogative,,,ive_1,,,,,,,,,,,,
jeboro_1,tkw,jeboro,noun,,,,,,,,,,,,ᶮɟeᵐboro,,,
jeboro_moloe_1,tkw,jeboro moloe,noun,,,jeboro_1,,,,,,,,,,,,
jebute_1,tkw,jebute,noun,,,,avtebe_1,,,(die) bule,,[jie](jie_1) + [bute](bute_1),,,ᶮɟeᵐbute,,(dele) bue,jiebute
jemoko_1,tkw,jemoko,noun,,,,,,,,,Cf. (?) [moko](moko_1) ‘reef’,,,ᶮɟemoko,,,
jie_1,tkw,jie,"noun, relational",,,,,"(?) POc: *suliq 'sucker, shoot'",,die,,,,,ᶮɟie,,dele,
jiejie_1,tkw,jiejie,adjective,,,,,,,,,,,,ᶮɟieᶮɟie,,,
jokoro_1,tkw,jokoro,noun,,,,LX000328 ; LX000546 ; buro_bula_okoro_1,,,jewire,,[jie](jie_1) + [okoro](okoro_1),,,ᶮɟokoro,,,
LX000129,tkw,k’,aspect,,,,,,,,ka_2,,,,,,,
ka_1,tkw,ka,coordinator,,,,,,,ga,,,,,ka,,mo,
ka_2,tkw,ka,aspect,,,,LX000403 ; abu_1,,,ga,,,,,ka,,mo,
LX000130,tkw,~ka,"verb, intransitive",,,,LX000138,,LX000131,"~ma, ~mage",,,,,(i·)ka,,~loma,
LX000131,tkw,~ka,"2nd verb, intrans.",,,,,,LX000130,"~ma, ~mage",,,,,(i·)ka,,~loma,
LX000132,tkw,~ka,"2nd verb, intrans.",,,,LX000133,,,,,,,,(i·)ka,,,
ka_vitoko_kape_1,tkw,ka vitoko kape,aspect,,,,,,,,,[ka](ka_2) + [vitoko](vitoko_1) + [kape](kape_1),,,ka fitoko kape,,,
LX000133,tkw,~kae,"verb, intransitive",,,,,,LX000134,"~wo, ~ñese",,Cf. (?) [~ka](LX000132) ‘do like’ + [ae](ae_1) ‘what’,,,(i·)kae,,"~ja, ~jive",
LX000134,tkw,~kae,"2nd verb, intrans.",,,,,,LX000133,"~wo, ~ñese",,,,,(i·)kae,,"~ja, ~jive",
LX000135,tkw,pe i-kae?,interrogative,,,LX000133,,,,,,,,,,,,
LX000136,tkw,we i-kae?,phrase,,,LX000133,,,,,,[we](we_1),,,,,,
LX000137,tkw,~kai,"verb, transitive",,,,,,,~kai,,,,,(i·)kai,,~kaio,
kaiawo_1,tkw,kaiawo,noun,,,,iawo_1,,,,,,,,kaiawo,,kaniava,
kaipa_1,tkw,kaipa,pers. pronoun,,,,,POc: *kamiu + *pat,,gaipa,,Cf. [-pa](-pa_1),,,kaipa,,gamito,
kakule_1,tkw,kakule,noun,,,,,,,,,,,,kakule,,,
LX000138,tkw,~kamai,"verb, transitive",,,,LX000239,Vaeakau-Taumako: ka mai,,~manei,,,,,(i·)kamai,,~lamo,
kanamuko_1,tkw,kanamuko,noun,,,,kanamuko_1 ; komudo_1 ; kangele_kome_1 ; madele_1,,,,,,,,kanamuko,,,
kanikawo_1,tkw,kanikawo,noun,,,,,,,,,,,,kanikawo,,varaweno,kankawo
kanikawo_Tangalo_1,tkw,kanikawo Tangalo,noun,,,kanikawo_1,,,,,,,,,,,,
kanikawo_teiene_1,tkw,kanikawo teiene,noun,,,kanikawo_1,,,,,,,,,,,varaweno bimala,
kanimoro_1,tkw,kanimoro,noun,,,,matiki_1 ; meteliko_1 ; kanmoro_pe_i-vilu_1 ; iaero_2 ; Matiki_Moro_1 ; Matiki_Bwogo_1 ; teili_2,,,,,,,,kanimoro,,vakmora,kanmoro
kanmoro_pe_i-vilu_1,tkw,kanmoro pe i-vilu,noun,,,kanimoro_1,,,,,,,,,,,,
LX000139,tkw,~kanu,"verb, transitive",,,,LX000323,,LX000140,~kanu,,,,,(i·)kanu,,~abu,
LX000140,tkw,~kanu,"verb, intransitive",,,,,Vaeakau-Taumako: kamu,LX000139,~kanu,,,,,(i·)kanu,,~abu,
kangele_1,tkw,kangele,"noun, relational",,,,,,,kele,,,,,kaŋele,,kala,
kangele_iawo_1,tkw,kangele iawo,noun,,,kangele_1,iawo_1,,,,,,,,,,,
kangele_kome_1,tkw,kangele kome,noun,,,,kanamuko_1,,,,,[kangele](kangele_1) ‘mollusc’ + [kome](kome_1) ‘axe’,,,kaŋele kome,,,
kangele_teuko_1,tkw,kangele teuko,noun,,,,LX000328,,,,,[kangele](kangele_1) + [teuko](teuko_1),,,kaŋele teuko,,,
kape_1,tkw,kape,modal,,,,ka_vitoko_kape_1 ; kata_kape_1 ; me_kape_1 ; LX000173 ; LX000331,,,gape,,,,,kape,,mota,
kara_1,tkw,kara,"noun, relational",,,,,POc: *wakaR,,,,,,,kara,,ke,
LX000141,tkw,~karau,"verb, intransitive",,,,LX000394 ; oie_1,,,~kawa,,,,,(i·)karau,,~karao,
LX000142,tkw,~karem,"verb, transitive",,,,,Pjn: garem ; Eng: got,,,,,,,(i·)karem,,,
kasule_1,tkw,kasule,noun,,,,,,,,,Cf. [ule](ule_1),,,kasule,,,
kasule_aulo_1,tkw,kasule aulo,noun,,,kasule_1,,,,,,,,,,,,
kasule_ijene_1,tkw,kasule ijene,noun,,,kasule_1,,,,,,,,,,,,
kasule_lava_abilo_1,tkw,kasule lava abilo,noun,,,kasule_1,,,,,,,,,,,,
kasule_loubaido_1,tkw,kasule loubaido,noun,,,kasule_1,,,,,,,,,,,,
kasule_loubo_1,tkw,kasule loubo,noun,,,kasule_1,,,,,,,,,,,,
kasule_moloe_1,tkw,kasule moloe,noun,,,kasule_1,,,,,,,,,,,,
kasule_vorobiliko_1,tkw,kasule vorobiliko,noun,,,kasule_1,,,,,,,,,,,,
kasule_wa-biouro_1,tkw,kasule wa-biouro,noun,,,kasule_1,,,,,,,,,,,,
kasule_wa-wabulubu_1,tkw,kasule wa-wabulubu,noun,,,kasule_1,,,,,,,,,,,,
kasule_we_menuko_1,tkw,kasule we menuko,noun,,,kasule_1,,,,,,[kasule](kasule_1) + [we](we_2) + [menuko](menuko_1),,,,,,
kata_1,tkw,kata,aspect,,,,katae_ka_1 ; kata_kape_1,,,,,Cf. [katae](katae_1),,,kata,,,
kata_kape_1,tkw,kata kape,aspect,,,,,,,,,[kata](kata_1) ‘Perfect’ + [kape](kape_1) ‘Future’,,,katakape,,,
katae_1,tkw,katae,predicative,,,,katae_ka_1,,,,,Cf. [ka… tae](LX000403) < [ka](ka_2) ‘Perfect’ + [tae](tae_1) ‘there is nothing’,,,katae,,,ka tae
katae_ka_1,tkw,katae ka,aspect,,,,awoiu_2,,,,,[katae](katae_1) + [ka](ka_2),,,kataka,,,kata ka
LX000143,tkw,~katau,"verb, transitive",,,,,,LX000144,~ki,,,,,(i·)katau,,"~ie, ~kato",
LX000144,tkw,~katau,"2nd verb, trans.",,,,,,LX000143,~ki,,,,,(i·)katau,,"~ie, ~kato",
i-katau-teve_1,tkw,i-katau-teve,noun,,,LX000143,makumoso_1,,,,,,,,,,,
mata_i-katau_1,tkw,mata i-katau,phrase,,,LX000143,,,,,,,,,,,,
LX000145,tkw,~katei,"verb, transitive",,,,LX000476,,LX000146,~kole(i),,,,,(i·)katei,,~ko,
LX000146,tkw,~katei,"verb, intransitive",,,,,,LX000145,~kole(i),,,,,(i·)katei,,~ko,
kava_1,tkw,kava,noun,,,,kava_1 ; teipu_1 ; tano_1 ; LX000485 ; LX000029,Polynesian: kava,,kava,,,,,kava,,,
kava_moloe_1,tkw,kava moloe,noun,,,kava_1,,,,,,,,,,,,
kava_tebene_1,tkw,kava tebene,noun,,,kava_1,,,,,,,,,,,,
kava_ele_1,tkw,kava ele,noun,,,kava_1,,,,,,,,,,,,
kavele_1,tkw,kavele,interrogative,,,,LX000133,,,,,,,,kavele,,,
LX000147,tkw,~kawi,"verb, oblique transitive",,,,,,,,,,,,(i·)kawi,,,
kaworo_1,tkw,kaworo,noun,,,,,,,,,,,,kaworo,,,
LX000148,tkw,~ke,"verb, transitive",,,,,POc: *kaRat,,,,,,,(i·)ke,,,
LX000149,tkw,~ke,"verb, intransitive",,,,LX000445 ; tetake_1,,LX000150,~iu,,,,,(i·)ke,,~kao,
LX000150,tkw,~ke,"2nd verb, intrans.",,,,,,LX000149,~iu,,,,,(i·)ke,,~kao,
keba_1,tkw,keba,pers. pronoun,,,,,,,gema,,,,,keᵐba,,gabe,
kela_1,tkw,kela,pers. pronoun,,,,,POc: *kamiu ; POc: *rua,,gamila,,,,,kela,,gamile,
kengele_1,tkw,kengele,noun,,,,,,,,,,,,keŋele,,,
ete_ie_kengele_1,tkw,ete ie kengele,noun,,,kengele_1,,,,,,,,,,,,
kengetone_1,tkw,kengetone,noun,,,,,,,,,,,,keŋetone,,,
LX000151,tkw,~kepe,"verb, intransitive",,,,,,,,LX000109,,,,(i·)kepe,,,
LX000152,tkw,~kevei,"verb, transitive",,,,LX000239,,,,,Caus. of [~ke](LX000149) ‘go out’,,,kevei,,,
kia_1,tkw,kia,pers. pronoun,,,,,POc: *kita,,gita,,,,,kia,,gie,
kiane_1,tkw,kiane,adjective,,,,,,,segei,,,,,kiane,,gamoi,
kiapa_1,tkw,kiapa,pers. pronoun,,,,,,,gitu,,,,,kiapa,,geto,
LX000153,tkw,~kidi,"verb, transitive",,,,,POc: *kinit,,,,,,,(i·)kiⁿdi,,,
kidisa_revo_1,tkw,kidisa revo,noun,,,,revo_1,,,,,,,,kiⁿdisa revo,,,
kie_1,tkw,kie,noun,,,,vede_1,,,,,,,,kie,,kie,
kie_tebene_1,tkw,kie tebene,noun,,,kie_1,,POc: *kiRe,,,,,,,,,,
kie_2,tkw,kie,"noun, relational",,,,moboe_1,,,,,,,,kie,,,
LX000154,tkw,~kila,"verb, transitive",,,,,,,~kile,,,,,(i·)kila,,~kilo,
LX000155,tkw,~kila,"verb, transitive",,,,LX000143,,,~kile,,,,,(i·)kila,,"~kile, ~ao",
LX000156,tkw,~kila emele,verb-object idiom,,,LX000155,,,,,,,,,,,,
li-kila_idi_1,tkw,li-kila idi,phrase,,,LX000155,,,,,,,,,,,,
LX000157,tkw,~kilase,"verb, transitive",,,,LX000506,,,~kilaka,,,,,(i·)kilase,,,~kilasi ; ~klase ; ~klasi
kilo_1,tkw,kilo,predicative,,,,,,,vegise,,,,,kilo,,,
LX000158,tkw,kiñe,"noun, relational",,,,,,,,,,,,kiɲe,,,
LX000159,tkw,kiñe buioe,noun,,,LX000158,,,,,,[kiñe](LX000158) + [buioe](buioe_1),,,,,,
LX000160,tkw,kiñe voro,noun,,,LX000158,,,,,,[kiñe](LX000158) + [voro](voro_1),,,,,,
LX000161,tkw,kiñe tamate,noun,,,LX000158,,,,,,[kiñe](LX000158) + [tamate](tamate_1),,,,,,
LX000162,tkw,kiñe viabasa,noun,,,LX000158,,,,,,[kiñe](LX000158) + [viabasa](viabasa_1),,,,,,kiñe vabasa
LX000163,tkw,kiñe-biouro,noun,,,,,,,,,[kiñe](LX000158) + [biouro](biouro_1),,,kiɲe ᵐbiouro,,muva,
LX000164,tkw,kiñekiñe,adjective,,,,,,,,,Redup. [kiñe](LX000158),,,kiɲekiɲe,,,
kisin_1,tkw,kisin,noun,,,,,Eng: kitchen,,,,,,,kisin,,,kijin
ko_1,tkw,ko,particle,,,,abu_1,,,"ko, gapae",,,,,ko,,imo,
LX000165,tkw,~ko,"verb, transitive",,,,nga_li-ko_1 ; enga_1 ; LX000172 ; LX000056 ; LX000174 ; LX000173,,LX000166,~pu,,,,,(i·)ko,,~po,
LX000166,tkw,~ko,"2nd verb, trans.",,,,LX000174,,LX000165,~pu,,,,,(i·)ko,,~po,
li-ko_1,tkw,li-ko,predicative,,,LX000165,LX000045,,,,,,,,,,,
LX000167,tkw,~ko,"verb, intransitive",,,,,,LX000168,~ka,,,,,(i·)ko,,~ko,
LX000168,tkw,~ko,"verb, transitive",,,,,,LX000167,~ka,,,,,(i·)ko,,~ko,
LX000169,tkw,~ko pine,"verb, intransitive",,,LX000167,LX000184,,,,,[~ko](LX000167) ‘open’ + [pine](pine_1) ‘large’,,,,,,
LX000170,tkw,~ko,"verb, transitive",,,,,,LX000171,,,,,,(i·)ko,,~loa,
LX000171,tkw,~ko,"2nd verb, trans.",,,,,,LX000170,,,,,,(i·)ko,,~loa,
LX000172,tkw,~ko bwara,construction,,,,,,,,,[~ko](LX000165) + [bwara](bwara_1) ‘perhaps’,,,(i·)ko ᵐbʷara,,,
LX000173,tkw,~ko kape,construction,,,,,,,,,[~ko](LX000165) + [kape](kape_1) ‘Future’,,,(i·)ko kape,,,
LX000174,tkw,~ko me,"verb, transitive",,,,,,LX000175,,,[~ko](LX000165) + [me](me_2) ‘Subjunctive’,,,(i·)ko.me,,,
LX000175,tkw,~ko me,"2nd verb, trans.",,,,,,LX000174,,,,,,(i·)ko.me,,,
LX000176,tkw,~ko me kape,construction,,,,,,,,,[~ko](LX000165) + [me](me_2) + [kape](kape_1) ‘Future’,,,(i·)ko.me.kape,,,
LX000177,tkw,~ko wako,phrase,,,,,,,,,[~ko](LX000165) + [wako](wako_1),,,(i·)ko wako,,,
kobe_1,tkw,kobe,noun,,,,,,,,,,,,koᵐbe,,,
LX000178,tkw,kiñe kobe,noun,,,kobe_1,,,,,,,,,,,,
LX000179,tkw,~koene,"verb, transitive",,,,,,,,,,,,(i·)koene,,,
LX000180,tkw,~koie,"verb, intransitive",,,,takoie_1 ; sekele_1,,LX000181,~su,,,,,(i·)koje,,~lae,
LX000181,tkw,~koie,"2nd verb, intrans.",,,,,,LX000180,~su,,,,,(i·)koje,,~lae,
LX000182,tkw,~koioi,"verb, transitive",,,,LX000239 ; LX000547,,,,,,,,(i·)kojoi,,,
LX000183,tkw,~koioi waiero,verb-object idiom,,,LX000182,,,,,,,,,,,,
kokoro_1,tkw,kokoro,adjective,,,,,,,,,,,,kokoro,,,
kolokolo_1,tkw,kolokolo,noun,,,,,,kolokolo_2,,,,,,kolokolo,,,
kolokolo_2,tkw,kolokolo,proper noun,,,,tamate_1,,kolokolo_1,,,,Kolokolo,,,,,
kome_1,tkw,kome,noun,,,,kangele_kome_1 ; enaka_1,,,,,,,,kome,,kame,
komudo_1,tkw,komudo,noun,,,,kanamuko_1,,,,,,,,komuⁿdo,,kadoa,komoudo
konge_1,tkw,konge,noun,,,,loubo_kilo_1,,,,,,,,koŋe,,konge,
kopa_1,tkw,kopa,noun,,,,,Eng: copper,,,,,,,kopa,,,
LX000184,tkw,~kopine,"verb, intransitive",,,,,,,~tuvene,,[~ko](LX000167) ‘open’ + [pine](pine_1) ‘large’,,,(i·)kopine,,~wo'o,
LX000185,tkw,~kopu,"verb, intransitive",,,,LX000217,,,,,,,,(i·)kopu,,,
koro_1,tkw,koro,adjective,,,,beve_1,,,wakure,,,,,koro,,vakoura,
korone_1,tkw,korone,adjective,,,,,,korone_2,vangaire,,,,,korone,,vakurone,
korone_2,tkw,korone,postverb,,,,,,korone_1,vangaire,,,,,korone,,vakurone,
ero_korone_1,tkw,ero korone,noun,,,korone_1,,,,,,,,,,,,
LX000186,tkw,~korone,"verb, intransitive",,,,,,,,,[korone](korone_1),,,(i·)korone,,,
LX000187,tkw,~kotu,"verb, intransitive",,,,,,,,,,,,(i·)kotu,,~vatutu,
LX000188,tkw,~kovi,"verb, transitive",,,,,,,~kovi,,,,,(i·)kovi,,,
LX000189,tkw,~kovi metele,verb-object idiom,,,LX000188,manoko_1,,,~kovi mele,,,,,,,,
kukubo_1,tkw,kukubo,"noun, relational",,,,aele_1,,,bilimie,,,,,kukuᵐbo,,mañe,
kula_1,tkw,kula,adjective,,,,engakula_1,,kula_2,kula,,"Cf. [kula](kula_3), [kulaña](LX000191) ‘part, portion’",,,kula,,kule,
kula_2,tkw,kula,quantifier,,,,,,kula_1,kula,,,,,kula,,kule,
LX000190,tkw,kula… kula,construction,,,kula_2,,,,,,,,,,,,
kula_3,tkw,kula,noun,,,,,,kula_4,,,,,,kula,,,
kula_4,tkw,kula,"noun, relational",,,,,,kula_3,,LX000191,,,,kula,,,
LX000191,tkw,kulaña,"noun, relational",,,,,,,,,,,,kulaɲa,,,kula
LX000192,tkw,kulaña metele,noun,,,LX000191,,,,,,,,,,,,
kuledi_1,tkw,kuledi,adjective,,,,,,,vekurioko,,,,,kuleⁿdi,,vakuri,
kulevelu_1,tkw,kulevelu,noun,,,,,,,kio,,,,,kulevelu,,tokila,
neido_kulevelu_1,tkw,neido kulevelu,noun,,,kulevelu_1,,,,,,,,,,,,
kuli_1,tkw,kuli,noun,,,,,Polynesian: kuli,,kuli,,,,,kuli,,kuli,
kulumoe_1,tkw,kulumoe,noun,,,,temaka_1 ; vono_1 ; kulumoe_iakapa_1,,,kulamoe,,(?) [kula](kula_1) ‘several’ + [moe](moe_1) ‘house’,,,kulumoe,,kulama,
kumara_1,tkw,kumara,noun,,,,,,,,,,,,kumara,,,
kunini_1,tkw,kunini,noun,,,,,Eng: quinine,,,,,,,kunini,,,
kuo_1,tkw,kuo,noun,,,,kuo_1 ; LX000068 ; LX000444 ; LX000145 ; LX000104 ; LX000437 ; LX000514 ; LX000476 ; LX000356 ; ebele_kuo_1 ; noma_1 ; basa_1 ; menuko_1 ; teviumu_1 ; teviri_1 ; wele_1 ; tiaume_1 ; demene_1 ; langasuo_1 ; iuro_1 ; vava_1 ; bavede_1 ; tetaula_1 ; tone_1 ; tepuke_1 ; tepakare_1 ; LX000448,(?) POc: *wagaŋ,,nawe,,,,,kuo,,goia,
kupa_1,tkw,kupa,pers. pronoun,,,,,,,gamitu,,,,,kupa,,gamuto,
kwa-_1,tkw,kwa-,prefix,,,,uluko_1,,,uka,,,,,kʷa,,ulue,
kwangele_1,tkw,kwangele,noun,,,,,,,,,,,,kʷaŋele,,,
kwate_1,tkw,kwate,numeral,,,,tivi_1,,,uka-telu,,[kwa-](kwa-_1) + -te ‘three’,,,kʷate,,ulue-ao,
kwa-teva_1,tkw,kwa-teva,numeral,,,,,,,uka-tava,,[kwa-](kwa-_1) + [teva](teva_1) ‘four’,,,kʷateva,,ulue-ava,
kwa-tilu_1,tkw,kwa-tilu,numeral,,,,,,,,,[kwa-](kwa-_1) + [tilu](tilu_1) ‘two’,,,kʷatilu,,,
kwa-tilu-tae_1,tkw,kwa-tilu-tae,numeral,,,,,,,,,[kwa-](kwa-_1) + [tilu-tae](tilu-tae_1) ‘eight’,,,kʷatilutae,,,
l-_1,tkw,l-,subject prefix,,,,,,,,,,,,,,,
LX000193,tkw,~l’,"verb, intransitive",,,,,,,,LX000219,,,,,,,
LX000194,tkw,~la,"verb, transitive",,,,LX000203 ; LX000239 ; LX000198 ; LX000424 ; LX000198 ; LX000212,,,~la,,,,,(i·)la,,~la,
LX000195,tkw,~la ~lui,"verb, transitive",,,LX000194,,,,,LX000239,,,,,,,
LX000196,tkw,~la aele,verb-object idiom,,,LX000194,,POc: *alap,,,,[~la](LX000194) + [aele](aele_1),,,,,,
LX000197,tkw,~la,"verb, intransitive",,,,vonila_1,,,,,Cf. (?) [~la](LX000194),,,(i·)la,,,
la-_1,tkw,la-,subject prefix,,,,kia_1 ; da_1,POc: *ra,,la- / sa-,,,,,la,,la- / ja- / de-,lai-
LX000198,tkw,~la ~mini,"serial vb, trans.",,,,LX000212,,LX000199,~la ~mini,,,,,(i·)la… (i·)mini,,~la ~mika,
LX000199,tkw,~la ~mini,"serial vb, intr.",,,,,,LX000198,~la ~mini,,,,,(i·)la… (i·)mini,,~la ~mika,
LX000200,tkw,~la ngatene,verb-object idiom,,,,,,LX000201,,,[~la](LX000194) ‘take’ + [ngatene](ngatene_1) ‘thing’,,,(i·)laŋatene,,,~langatene
LX000201,tkw,~la ngatene,"verb, transitive",,,,,,LX000200,,,,,,(i·)laŋatene,,,~langatene
LX000202,tkw,~la … i-avo,"verb, transitive",,,,,,,,,[~la](LX000194) ‘take’ + [~avo](LX000054) ‘hang’,,,,,~la ~nadou,
laba_luro_1,tkw,laba luro,"noun, relational",,,,,,,laba vedue,,(?) + [luro](luro_1) ‘coconut’,,,laᵐba.luro,,aba vadua,
labaro_1,tkw,labaro,noun,,,,tenuro_1,,,,,,,,laᵐbaro,,,
labiou_1,tkw,labiou,adjective,,,,,,labiou_2,nuabeu,,[~la](LX000194) ‘take’ + [biouro](biouro_1) ‘long’,,,laᵐbiou,,,
labiou_2,tkw,labiou,postverb,,,,,,labiou_1,nuabeu,,,,,laᵐbiou,,,
labiou_tae_1,tkw,labiou tae,phrase,,,labiou_1,,,,,,,,,,,,
LX000203,tkw,~labu,"verb, transitive",,,,LX000194 ; LX000231 ; LX000203 ; LX000397 ; LX000338 ; LX000022 ; LX000465 ; LX000542,,LX000204,~lo,,,,,(i·)laᵐbu,,~nou,
LX000204,tkw,~labu,"verb, intransitive",,,,,,LX000203,~lo,,Cf. [~labu ngatene](LX000205),,,(i·)laᵐbu,,~nou,
LX000205,tkw,~labu ngatene,verb-object idiom,,,LX000203,,,,,,,,,,,,
lai-_1,tkw,lai-,subject prefix,,,,,,,,,,,,laj-,,,
LX000206,tkw,~laiaini,"verb, intransitive",,,,,,LX000207,,,,,,(i·)lajaini,,,
LX000207,tkw,~laiaini,"verb, transitive",,,,engaiote_1,,LX000206,,,,,,(i·)lajaini,,,
LX000208,tkw,~laiaini piene,verb-object idiom,,,LX000207,LX000482,,,,,,,,,,,
LX000209,tkw,~laiavo,"verb, transitive",,,,,,,,,Contraction [~la … i-avo](LX000202),,,(i·)laiavo,,,
LX000210,tkw,~laiui,"verb, transitive",,,,,,,~tui,,,,,(i·)lajui,,~so(to),~laioi
LX000211,tkw,~lakau,"verb, transitive",,,,LX000407,,,,,,,,(i·)lakau,,,
Laki_1,tkw,Laki,proper noun,,,,ngiro_1,Vaeakau-Taumako: te Laki,,,,,,,laki,,,
Lale_1,tkw,Lale,toponym,,,,,,,,,,,,lale,,,
LX000212,tkw,~lamini,"verb, transitive",,,,,,LX000213,,,Contraction of [~la ~mini](LX000198),,,(i·)lamini,,,
LX000213,tkw,~lamini,"2nd verb, intrans.",,,,,,LX000212,,,,,,(i·)lamini,,,
lamwaro_1,tkw,lamwaro,noun,,,,,,,,,,,,lamʷaro,,vangae,
LX000214,tkw,~lanasu,"verb, transitive",,,,taluaito_1,,,,,,,,(i·)lanasu,,,
langasuo_1,tkw,langasuo,noun,,,,kuo_1,,,,,,,,laŋasuo,,,
langero_1,tkw,langero,adjective,,,,,,,,,,,,laŋero,,~dumane,
LX000215,tkw,~langiro,"verb, intransitive",,,,,,,,,,,,(i·)laŋiro,,,
Laperusi_1,tkw,Laperusi,proper noun,,,,,Fr.: Lapérouse,,,,,,,laperusi,,,Laperus
laro_1,tkw,laro,noun,,,,luro_1,,,wila vedue,,,,,laro,,wora,
LX000216,tkw,~lateli,"verb, transitive",,,,,,,,,Contraction [~la ~teli](LX000424),,,(i·)lateli,,,
lava_1,tkw,lava,"noun, relational",,,,,,,,,,,,lava,,,
lava_abilo_1,tkw,lava abilo,noun,,,,,,,,,,,,lava aᵐbilo,,,
lavatunu_1,tkw,lavatunu,noun,,,,tepwoe_1,,,temlatunu,,,,,lavatunu,,lavatunu,
laviakome_1,tkw,laviakome,noun,,,,,,,,,,,,laviakome,,,
laviko_1,tkw,laviko,noun,,,,,,,,,,,,laviko,,,
le_1,tkw,le,postverb,,,,pwa_1,,,,,,,,le,,,
LX000217,tkw,~le,"verb, intransitive",,,,LX000486 ; moro_1 ; LX000427,,LX000218 ; LX000219,~le,,,,,(i·)le,,"~la, ~lava",
LX000218,tkw,~le,"verb, oblique transitive",,,,,,LX000217 ; LX000219,~le,,,,,(i·)le,,"~la, ~lava",
LX000219,tkw,~le,"2nd verb, intrans.",,,,ra_1,(?) POc: *lako,LX000217 ; LX000218,~le,,,,,(i·)le,,"~la, ~lava",
le-_1,tkw,le-,subject prefix,,,,,,,kape- / se(pe)-,,,,,le,,la- / le-,
LX000220,tkw,~le iune,"2nd verb, intrans.",,,,,,,~le tilioko,,"[~le](LX000217) ‘go’ + [iune](iune_1) ‘one, the same’",,,(i·)le iune,,~la omwano,~leiune
LX000221,tkw,~le ne revo,"verb, intransitive",,,,,,,,,[~le](LX000217) ‘go’ + [ne](ne_1) [revo](revo_1) ‘to the sea’,,,(i·)le.ne.revo,,,
lea_1,tkw,lea,noun,,,,,,,,,,,,lea,,,
LX000222,tkw,~lebie,"verb, intransitive",,,,,,LX000223,~ngoru,,,,,(i·)leᵐbie,,~laro,
LX000223,tkw,~lebie,"verb, transitive",,,,,,LX000222,~ngoru,,,,,(i·)leᵐbie,,~laro,
lebwogo_1,tkw,lebwogo,noun,,,,,,,,,,,,leᵐbʷoᵑgo,,,
LX000224,tkw,~ledi,"verb, intransitive",,,,,,,~meleve,,,,,(i·)leⁿdi,,~buia,
Lege_1,tkw,Lege,toponym,,,,,,,,,,,,leᵑge,,,
