ID,Language_ID,Headword,Part_Of_Speech,1st_Person_SG,3rd_Person_SG,Contains,Entry_IDs,Etymology,Heterosemes,Lovono_Equivalent,Main_Entry,Morphology,Orthographic_Variant,Paradigm_Form,Phonetic_Form,Reduplication_Form,Tanema_Equivalent,Variant_Form
mouro_3,tkw,mouro,adjective,,,,,,,malagudue,,,,,mouro,,,
movoko_1,tkw,movoko,noun,,,,,,,,,,,,mofoko,,,
Ne_Movoko_1,tkw,Ne Movoko,toponym,,,movoko_1,,,,,,,,,,,,
moworo_1,tkw,moworo,postverb,,,,,,,,,,,,moworo,,,
LX000291,tkw,~mu,"verb, intransitive",,,,,,,,,,,,(i·)mu,,,
mubule_1,tkw,mubule,adjective,,,,,,,,,,,,muᵐbule,,,
LX000292,tkw,~mui,"verb, transitive",,,,,,,"~moi, ~mwoi",,,,,(i·)mui,,~muo,
muko_1,tkw,muko,noun,,,,,POc: *ñamuk 'mosquito',,muka,,,,,muko,,muka,
LX000293,tkw,muk’ tedele,noun,,,muko_1,,,,muka nadele,,,,,,,,
muko_pe_i-ke_idi_1,tkw,muko pe i-ke idi,noun,,,muko_1,,,,,,,,,,,,
mule_1,tkw,mule,"noun, kinship",,,,tieli_1 ; leka_1,,,,,,,1s: mul’ one,mule,,,
muliabe_1,tkw,muliabe,adjective,,,,,,,,,,,,muliaᵐbe,,,
mulusa_1,tkw,mulusa,"noun, relational",,,,,,,,,,,,mulusa,,,
LX000294,tkw,~mumu,"verb, transitive",,,,,,,,,,,,(i·)mumu,,,
mumule_1,tkw,mumule,adjective,,,,,,,mumile,,,,,mumule,,momoe,
LX000295,tkw,~mumwoli,"verb, intransitive",,,,,,,,,,,,(i·)mumʷoli,,apara,
mwa_1,tkw,mwa,"noun, relational",,,,,,,ue,,,,,mʷa,,kole,
bele_mwa_2,tkw,bele mwa,"noun, relational",,,mwa_1,,,,,,,,,,,,
mwa_tedele_1,tkw,mwa tedele,"noun, relational",,,,,,,ma,,[mwa](mwa_1) ‘opening’ + [tedele](tedele_1) ‘faeces’,,,mʷateⁿdele,,wemala,
mwadoe_1,tkw,mwadoe,noun,,,,,,,,,,,,mʷaⁿdoe,,,
mwaele_1,tkw,mwaele,noun,,,,,,mwaele_2,,,,,,mʷaele,,mia,
mwaele_2,tkw,mwaele,adjective,,,,,,mwaele_1,,,,,,mʷaele,,mia,
voko_mwaele_1,tkw,voko mwaele,noun,,,mwaele_2,,,,,,,,,,,,
LX000296,tkw,~mwagali,"verb, intransitive",,,,,,,,,,,,(i·)mʷaᵑgali,,,
mwaliko_1,tkw,mwaliko,adjective,,,,,,mwaliko_2,lamuka,,,,pl: idi mwaliko,mʷaliko,,anuka,
mwaliko_2,tkw,mwaliko,noun,,,,dapenuo_1 ; enone_1,(?) POc: *mwaqane,mwaliko_1,lamuka,,,,pl: idi,mʷaliko,,anuka,
mwaliko_iote_1,tkw,mwaliko iote,noun,,,mwaliko_2,,,,,,,,,,,,
mwaliko_pine_1,tkw,mwaliko pine,noun,,,,dapa_wopine_1,,,,,[mwaliko](mwaliko_1) + [pine](pine_1),,,mʷaliko pine,,,
mwalikote_1,tkw,mwalikote,adjective,,,,gete_1,,,ale,,[mwaliko](mwaliko_1),,,mʷalikote,,anukae,mwalkote
mwatagese_1,tkw,mwatagese,noun,,,,,,,,,,,,mʷataᵑgese,,,
mwatagete_1,tkw,mwatagete,noun,,,,dapa_gete_1,,,laungale,,[gete](gete_1),,,mʷataᵑgete,,,
mwatebe_1,tkw,mwatebe,adjective,,,,emele_1,,,,,,,,mʷateᵐbe,,,
LX000297,tkw,~mwaulu,"verb, intransitive",,,,,,,~maulu,,,,,(i·)mʷaulu,,~molo,
mwoe_1,tkw,mwoe,noun,,,,,,,,moe_1,,,,mʷoe,,,
mwona_1,tkw,mwona,adjective,,,,,,,,mona_1,,,,mʷona,,,
LX000298,tkw,n’ adie,preposition,,,,,,LX000299 ; LX000300,,,[ne](ne_1) + [adie](adie_1),,,naⁿdie,,,n' adie ; ne adie
LX000299,tkw,n’ adie,locative,,,,,,LX000298 ; LX000300,,,,,,naⁿdie,,,
LX000300,tkw,n’ adie,subordinator,,,,,,LX000298 ; LX000299,,,,,,naⁿdie,,,
na_1,tkw,na,deictic,,,,,,na_2 ; na_3,ida,,,,,na,,kana,
na_2,tkw,na,adverb,,,,nanana_1,,na_1 ; na_3,ida,,,,,na,,kana,
na_3,tkw,na,particle,,,,na_ta_1,,na_1 ; na_2,ida,,,,,na,,kana,
na_4,tkw,na,"noun, relational",,,,,,,,,,,,na,,,
Na_boe_1,tkw,Na boe,toponym,,,na_4,,,,,,[na](na_4) + [boe](boe_1),,,,,,
na_5,tkw,na,subordinator,,,,,,,,,,,,na,,,
na_ta_1,tkw,na ta,deictic,,,,,,,,,[na](na_1) + [ta](ta_1),,,nata,,,nata
LX000301,tkw,~nabe,"verb, transitive",,,,,,,,,,,,(i·)naᵐbe,,,
nabene_1,tkw,nabene,noun,,,,,,,,,,,,naᵐbene,,,
LX000302,tkw,~ajau nabene,verb-object idiom,,,nabene_1,tepaipi_1,,,,,"[~ejau](LX000095) ‘do, make’ + [nabene](nabene_1)",,,,,,
nadikete_1,tkw,nadikete,noun,,,,nidilo_1,,,vedika,,,,,naⁿdikete,,,
naka_1,tkw,naka,"noun, relational",,,,,,,,,,,,naka,,,
naka_teuko_1,tkw,naka teuko,noun,,,naka_1,LX000328,,,,,,,,,,,
naka_ruene_1,tkw,naka ruene,noun,,,naka_1,ruene_1,,,,,,,,,,,
namolo_1,tkw,namolo,noun,,,,namolo_1 ; vilisa_1 ; bele_vilo_1 ; tekume_1 ; tolosai_1 ; lusa_1 ; tekau_1 ; labaro_1 ; LX000179 ; LX000115 ; LX000047,,,malu,,,,,namolo,,malo,
namuko_1,tkw,namuko,noun,,,,LX000328 ; die_1 ; anes_1 ; ngava_1 ; dekele_1 ; ava_1 ; bea_1 ; LX000328 ; mouro_1,,,namwaka,,,,,namuko,,namaka,
nanana_1,tkw,nanana,locative,,,,,,,damo-(i)da,,Cf. [na](na_1) ‘now’,,,nanana,,demo-kana,
nara_1,tkw,nara,modal,,,,,,nara_2,na,,,,,nara,,tada,na
nara_2,tkw,nara,subordinator,,,,,,nara_1,na,,,,,nara,,tada,na
nasu_1,tkw,nasu,"noun, relational",,,,,,,,,,,,nasu,,,
LX000303,tkw,~nate,"verb, transitive",,,,,,,,,,,,(i·)nate,,,
LX000304,tkw,~nate idi,verb-object idiom,,,LX000303,,,,,,,,,,,,
nava_1,tkw,nava,"noun, relational",,,,,POc: *sapan 'what',,,,,,,nava,,,
ne_1,tkw,ne,preposition,,,,,,ne_2,ne,,,,,ne,,ini,
ne_2,tkw,ne,linker,,,,dapa_enone_1,,ne_1,ne,,,,,ne,,ini,
ne_3,tkw,ne,deictic,,,,,,,da,,,,,ne,,kana,
ne-_1,tkw,ne-,subject prefix,,,,ene_1,,,ka-,,,,,,,na-,
-ne_1,tkw,-ne,suffix,,,,,,,,,,,,,,,
nebe_1,tkw,nebe,noun,,,,,,,,,,,,neᵐbe,,,
nebe_2,tkw,nebe,noun,,,,,,,,,,,,neᵐbe,,,
nedemo_1,tkw,nedemo,predicative,,,,,,nedemo_2,nedume,,,,,neⁿdemo,,ladome,
nedemo_2,tkw,nedemo,locative,,,,,POc: *ⁿdoⁿdom,nedemo_1,nedume,,,,,neⁿdemo,,ladome,
neido_1,tkw,neido,"noun, relational",,,,,(?) POc: *natu- 'child',,veninga,,,,,neiⁿdo,,nadila,
LX000305,tkw,~nene,"verb, intransitive",,,,,,,,,,,,(i·)nene,,,
LX000306,tkw,~nene,"verb, transitive",,,,,,,,,,,,(i·)nene,,,
nengele_1,tkw,nengele,noun,,,,,,,,,,,,neŋele,,,
nengele_moe_1,tkw,nengele moe,noun,,,,bali_1 ; bali_peini_telemoe_1 ; iuro_1 ; iutego_1 ; digo_1 ; basadigo_1 ; otovo_1 ; sodo_otovo_1 ; womoe_1 ; dienebe_1 ; lo_1 ; pumene_1 ; pumene_aplaka_1 ; busumoe_1,,,,,[nengele](nengele_1) + [moe](moe_1),,,neŋele moe,,,
nero_1,tkw,nero,adjective,,,,,(?) Eng: narrow,,nasa apalioko,,,,,nero,,nasa piñe,
netebe_1,tkw,netebe,noun,,,,loubo_antebe_1,,,,,,,,neteᵐbe,,,antebe
neuko_1,tkw,neuko,noun,,,,,"POc: *nopuq 'Synanceia, stonefish'",,,,,,,neuko,,,
ni-_1,tkw,ni-,subject prefix,,,,ene_1,,,ni-,,,,,ni-,,"ni-, ne-",
nidilo_1,tkw,nidilo,noun,,,,,POc: *ⁿdriuⁿdriu,,vegure,,,,,niⁿdilo,,vididila,
nine_1,tkw,nine,noun,,,,,,,,,,,,nine,,,
nine_peini_motono_1,tkw,nine peini motono,noun,,,nine_1,,,,,,,,,,,,
Niteni_1,tkw,Niteni,toponym,,,,,,,Pedeni,,,,,niteni,,,
nobwogo_1,tkw,nobwogo,locative,,,,bwogo_1,,,nedume,,,,,noᵐbʷoᵑgo,,,
LX000307,tkw,Nom’,prefix,,,,,,,,,[noma](noma_3) ‘face; cape+’,,,,,,
LX000308,tkw,nom’ ole,noun,,,,,,,,,[noma](noma_3) + [ole](ole_1),,,nomole,,,nomole
noma_1,tkw,noma,"noun, relational",,,,tanoma_1 ; kuo_1,,noma_2,nome,,,,,noma,,nome,
noma_2,tkw,noma,locative,,,,,,noma_1,nome,,,,,noma,,nome,
pe_noma_1,tkw,pe noma,adjective,,,noma_2,,,,,,[pe](pe_1) + [noma](noma_2),,,,,,
dapa_noma_1,tkw,dapa noma,noun,,,noma_2,,,,,,,,,,,,
noma_3,tkw,noma,noun,,,,LX000308,,,,,"(?) [noma](noma_1) ‘face, front part of (island)’",,,noma,,,
nomapu_1,tkw,nomapu,noun,,,,,POc: *mapuqan,,,,,,,nomapu,,,
Nomianu_1,tkw,Nomianu,proper noun,,,,ngiro_1,,Nomianu_2,,,,,,nomianu,,,
Nomianu_2,tkw,Nomianu,toponym,,,,,,Nomianu_1,,,,,,nomianu,,,
LX000309,tkw,Nom’ Nomianu,toponym,,,Nomianu_2,,,,,,,,,,,,
none_1,tkw,none,noun,,,,uo_1,,,nane,,,,,none,,bauva,
none_2,tkw,none,noun,,,,wonone_1 ; none_1 ; LX000548 ; LX000091 ; LX000504 ; LX000205 ; LX000041 ; LX000098 ; LX000411 ; LX000464 ; LX000527 ; awene_1 ; motoe_1 ; moioe_1 ; LX000030 ; enaka_1,,,nane,,,,,none,,nane,
Nubuko_1,tkw,Nubuko,toponym,,,,,,,,,[ne](ne_1) + [ubuko](ubuko_1),,,nuᵐbuko,,,
nubule_1,tkw,nubule,noun,,,,,,,,,,,,nuᵐbule,,,
nuduko_1,tkw,nuduko,noun,,,,enaka_1,,,,,,,,nuⁿduko,,,duduko
nuduro_1,tkw,nuduro,noun,,,,,,,,,,,,nuⁿduro,,,
tetawene_peini_nuduro_1,tkw,tetawene peini nuduro,noun,,,nuduro_1,,,,,,,,,,,,
nuduro_2,tkw,nuduro,noun,,,,,,,waudue,,,,,nuⁿduro,,,
LX000310,tkw,~lui nuduro,verb-object idiom,,,nuduro_2,,,,,,,,,,,,
nuko_1,tkw,nuko,noun,,,,,,,,,,,,nuko,,,
LX000311,tkw,ña,modal,,,,,,LX000312,,,,,,ɲa,,,
LX000312,tkw,ña,subordinator,,,,,,LX000311,,nara_1,,,,ɲa,,,
LX000313,tkw,ñe,preposition,,,,se_1,,,"ie, aka",,,,,ɲe,,wo,
LX000314,tkw,ñei,adverb,,,,,,,"iei, aka",,[ñe](LX000313),,,ɲei,,wo,ñi
LX000315,tkw,ñepe,particle,,,,,,,ñeme,,,,,ɲepe,,be,
LX000316,tkw,ñi,adverb,,,,,,,,LX000314,,,,ɲi,,,
LX000317,tkw,Ñivale,toponym,,,,,,,,,,,,ɲivale,,,
LX000318,tkw,ñoko,particle,,,,,,,ioko,,,,,ɲoko,,(nin)ako,
nga_1,tkw,nga,preposition,,,,nga_pon_1,,nga_2 ; nga_3,"nge, nenge",,,,,ŋa,,nabo,
nga_2,tkw,nga,subordinator,,,,,,nga_1 ; nga_3,ki-pu,,,,,ŋa,,ka-po,
nga_3,tkw,nga,modal,,,,,,nga_1 ; nga_2,,,,,,ŋa,,,
nga_na_1,tkw,nga na,adverb,,,nga_1,,,,,,[nga](nga_1) + [na](na_1),,,,,,
nga_ne_1,tkw,nga ne,adverb,,,nga_1,,,,,,[nga](nga_1) + [ne](ne_3),,,,,,
nga_li-ko_1,tkw,nga li-ko,phrase,,,,,,,,,[nga](nga_1) + [~ko](LX000165),,,ŋaliko,,,ngaliko
nga_ebele_li-ko_1,tkw,nga ebele li-ko,phrase,,,nga_li-ko_1,,,,,,[nga](nga_1) + [ebele](ebele_1) ‘body; example’ + [~ko](LX000165),,,,,,
nga_pon_1,tkw,nga pon,adverb,,,,,,nga_pon_2,nenge pae,,[nga](nga_1) + [ponu](ponu_1),,,ŋaβon,,,nga ponu ; ngapon
nga_pon_2,tkw,nga pon,predicative,,,,,,nga_pon_1,nenge pae,,,,,ŋaβon,,,nga ponu ; ngapon
Ngabe_1,tkw,Ngabe,toponym,,,,,,,,,,,,ŋaᵐbe,,,
LX000319,tkw,~ngago,"verb, transitive",,,,tenuro_1,,,,,,,,(i·)ŋaᵑgo,,,
Ngama_1,tkw,Ngama,toponym,,,,,,,Ngama,,,,,ŋama,,,
ngamuli_1,tkw,ngamuli,noun,,,,revo_1,,,,,,,,ŋamuli,,,
nganae_1,tkw,nganae,interrogative,,,,ngele_1,,nganae_2 ; nganae_3,ese,,Contraction [ngatene](ngatene_1) ‘thing’ + [ae](ae_1) ‘what’,,,ŋanae,,sive,ngaten’ ae
nganae_2,tkw,nganae,indefinite pronoun,,,,,,nganae_1 ; nganae_3,ese,,,,,ŋanae,,sive,ngaten’ ae
nganae_3,tkw,nganae,noun,,,,,,nganae_1 ; nganae_2,ese,,,,,ŋanae,,sive,ngaten’ ae
LX000320,tkw,nganae… tae,construction,,,nganae_2,,,,,,,,,,,,
ngapiene_1,tkw,ngapiene,noun,,,,,,,,,,,,ŋapiˈene,,,
LX000321,tkw,~mini ngapiene,verb-object idiom,,,ngapiene_1,,,,,,[~mini](LX000273) + [ngapiene](ngapiene_1),,,,,,
ebele_ngapiene_1,tkw,ebele ngapiene,noun,,,ngapiene_1,,,,,,[ebele](ebele_1) + [ngapiene](ngapiene_1),,,,,,
ngapungo_1,tkw,ngapungo,noun,,,,,,,,,,,,ŋapuŋo,,,
ngapwae_1,tkw,ngapwae,adverb,,,,,,,"nenge ese, nengese",,Cf. [nga](nga_1) ‘like’,,,ŋapʷae,,"nabo sive, wosive",
ngasune_1,tkw,ngasune,adjective,,,,,,ngasune_2,nenge-tilu,,[enga](enga_1) + [iune](iune_1),,,ŋasune,,ninge-omwano,engasune
ngasune_2,tkw,ngasune,postverb,,,,,,ngasune_1,nenge-tilu,,,,,ŋasune,,ninge-omwano,engasune
LX000322,tkw,ngaten’ ae,interrogative,,,,,,,,nganae_1,[ngatene](ngatene_1) ‘thing’ + [ae](ae_1) ‘what’,,,ŋatenae,,,
ngatene_1,tkw,ngatene,noun,,,,namolo_1 ; enaka_1 ; none_1 ; LX000030 ; awa_1 ; LX000200,,,vesemele,,,,,ŋatene,,vamora,
ngava_1,tkw,ngava,noun,,,,,,,,,,,,ŋava,,,
LX000323,tkw,~nge,"verb, transitive",,,,,,,,,,,,(i·)ŋe,,,
ngele_1,tkw,ngele,interrogative,,,,ngele_nga_1,,,enge,,,,,ŋele,,ngela,
ngele_ngele_1,tkw,ngele ngele,indefinite pronoun,,,ngele_1,,,,,,,,,,,,
ngele_nga_1,tkw,ngele nga,indefinite pronoun,,,,,,,,,[ngele](ngele_1) + [nga](nga_1),,,ŋeleŋa,,,
ngilo_1,tkw,ngilo,noun,,,,,,,,,,,,ŋilo,,matika,
ngiro_1,tkw,ngiro,noun,,,,Palapu_1 ; Tokoloutu_1 ; Nomianu_1 ; Tangake_1 ; Tonga_1 ; Teulu_1 ; Laki_1 ; Vakasiu_1 ; Tokolau_1,POc: *aŋin,,,,,,,ŋiro,,ngida,
ngogoro_1,tkw,ngogoro,noun,,,,,,ngogoro_2,atere,,,,,ŋoᵑgoro,,arara,
ngogoro_2,tkw,ngogoro,predicative,,,,,,ngogoro_1,atere,,,,,ŋoᵑgoro,,arara,
LX000324,tkw,~ngongo,"verb, intransitive",,,,,"POc: *ŋoRa 'snore, grunt, breathe'",,,,,,,(i·)ŋoŋo,,,
o_1,tkw,o,interjection,,,,,,,,,,,,o,,,
LX000325,tkw,~oburo,"verb, intransitive",,,,,,LX000326,~lebure,,,,,(i·)oᵐburo,,~vilada bura,
LX000326,tkw,~oburo,"verb, transitive",,,,,,LX000325,~lebure,,,,,(i·)oᵐburo,,~vilada bura,
LX000327,tkw,~odo,"verb, transitive",,,,LX000392,,,~eke,,,,,(i·)oⁿdo,,~akado,
oi_1,tkw,oi,interjection,,,,,,,oi,,,,,oi,,oi,
oie_1,tkw,oie,"noun, relational",,,,utele_1 ; LX000141,,,aie,,,,,oie,,aie,
okae_1,tkw,okae,noun,,,,ovene_1,,,,,,,,okae,,,
oko_1,tkw,oko,noun,,,,,,,,,,,,oko,,,
oko_mwaliko_1,tkw,oko mwaliko,noun,,,oko_1,,,,,,,,,,,,
oko_woko_1,tkw,oko woko,noun,,,oko_1,,POc: *qauR,,,,,,,,,,
okoro_1,tkw,okoro,noun,,,,enaka_1 ; LX000546,,,okaure ; toki,,,,,okoro,,bulnira ; toki,
okoro_moli_1,tkw,okoro moli,noun,,,okoro_1,,,,,,,,,,,,
okoro_mulusa_pine_1,tkw,okoro mulusa pine,noun,,,okoro_1,,,,,,,,,,,,
okoro_aplaka_1,tkw,okoro aplaka,noun,,,okoro_1,,POc: *qauR 'bamboo',,toki,,,,,,,toki,
olaekuo_1,tkw,olaekuo,noun,,,,,,,,,,,,olaekuo,,wawe,
olawo_1,tkw,olawo,noun,,,,,,,,,,,,olawo,,,
ole_1,tkw,ole,noun,,,,tanoe_1,POc: *qone,,pwanteka,,,,,ole,,onola,
LX000328,tkw,~oma,"verb, intransitive",,,,teuko_1 ; naka_teuko_1 ; jokoro_1 ; iula_teuko_1 ; kangele_teuko_1 ; LX000431 ; LX000146 ; LX000261 ; temounu_1 ; pele_1 ; LX000251 ; tepao_1 ; LX000010 ; nuduro_2 ; LX000310,,,,,,,,(i·)oma,,~oma,
ome_1,tkw,ome,adjective,,,,,,,,,,,,ome,,,
ome_2,tkw,ome,noun,,,,,,,,,,,,ome,,,
on_menuko_1,tkw,on menuko,noun,,,,mabere_1,,,,,,,,on menuko,,an manuke,
one_1,tkw,one,possessive,,,,one_1 ; iape_2 ; akia_2 ; aba_2 ; amela_2 ; ada_2 ; akapa_2 ; upa_2 ; aipa_2 ; adapa_2 ; ie_2,,,anga,,,,,one,,ie,
ono_1,tkw,ono,possessive,,,,enaka_1,,,ami,,,,,ono,,ei,
onole_1,tkw,onole,noun,,,,,POc: *kanase,,,,,,,onole,,anala,
onoro_1,tkw,onoro,noun,,,,,,,,,,,,onoro,,onara,
onoro_woro_1,tkw,onoro woro,noun,,,onoro_1,,POc: *qonos,,,,,,,,,,
onpuro_1,tkw,onpuro,noun,,,,,,,,,,,,onpuro,,,
LX000329,tkw,~opogo,"verb, intransitive",,,,,,,,,,,,(i·)opoᵑgo,,,
ote_1,tkw,ote,noun,,,,,POc: *qatop,,,,,,,ote,,,
otelo_1,tkw,otelo,noun,,,,,,,,,,,,otelo,,,
otovo_1,tkw,otovo,noun,,,,,POc: *qatop,,walue,,,,,otovo,,vaove,
otovo_kangilo_1,tkw,otovo kangilo,noun,,,otovo_1,,,,,,,,,,,,
otovo_kotekote_1,tkw,otovo kotekote,noun,,,otovo_1,,,,ole,,,,,,,vaove goe,
LX000330,tkw,~ou,"verb, intransitive",,,,LX000276,,,~arai,,,,,(i·)ou,,~oko,
ova_1,tkw,ova,noun,,,,,,,,,,,,ova,,,
LX000331,tkw,~ovei,"verb, transitive",,,,LX000358,,LX000332,~lonei,,,,,(i·)ovei,,~wo,
LX000332,tkw,~ovei,"2nd verb, trans.",,,,,,LX000331,~lonei,,,,,(i·)ovei,,~wo,
ovene_1,tkw,ovene,noun,,,,angede_ovene_1 ; okae_1,,,ove,,,,,ovene,,ove,
ovene_boro_1,tkw,ovene boro,noun,,,ovene_1,,,,,,,,,,,,
ovene_koro_1,tkw,ovene koro,noun,,,ovene_1,,,,,,,,,,,,
LX000333,tkw,~ovili,"verb, intransitive",,,,,,LX000334,~abeu,,,,,(i·)ovili,,,
LX000334,tkw,~ovili,"2nd verb, intrans.",,,,,,LX000333,,,,,,(i·)ovili,,,
LX000335,tkw,~ovo,"verb, intransitive",,,,,,,,,,,,(i·)ovo,,,
owene_1,tkw,owene,"noun, relational",,,,,,,,,,,,owene,,,
owo_1,tkw,owo,"noun, relational",,,,,,,,,,,,owo,,,
owopana_1,tkw,owopana,noun,,,,,,,,,[owo](owo_1) ‘liver’ + [pana](pana_1) ‘hot’,,,owopana,,,
-pa_1,tkw,-pa,suffix,,,,,(?) POc: *pat 'four',,,,,,,,,,
LX000336,tkw,~padi,"verb, transitive",,,,,,,,,,,,(i·)paⁿdi,,,
Paeu_1,tkw,Paeu,toponym,,,,,,,Peu,,,,,paeu,,Pueu,Paiu
paiuko_1,tkw,paiuko,noun,,,,,,,,,,,,pajuko,,,
Pakare_1,tkw,Pakare,toponym,,,,,,,,,Cf. (?) [tepakare](tepakare_1) ‘double canoe’,,,pakare,,,
Palapu_1,tkw,Palapu,proper noun,,,,ngiro_1,Vaeakau-Taumako: te Palapu,,,,,,,palapu,,,
pana_1,tkw,pana,adjective,,,,ero_pana_1,,pana_2,"pana, veirene",,,,,pana,,panara,
pana_2,tkw,pana,noun,,,,iawo_1,POc: *panas,pana_1,"pana, veirene",,,,,pana,,panara,
LX000337,tkw,~panade,"verb, transitive",,,,LX000254,,,,,,,,(i·)panaⁿde,,,
panavono_1,tkw,panavono,noun,,,,ne_2,,,,,[pana](pana_1) ‘heat’ + [vono](vono_1) ‘weather’,,,panafono,,karuane,pana vono
LX000338,tkw,~papa,"verb, transitive",,,,LX000203,POc: *papa,,,,,,,(i·)papa,,,
LX000339,tkw,~pape,"verb, intransitive",,,,LX000117,,,,,,,,(i·)pape,,,
pe_1,tkw,pe,preposition,,,,mina_1,,pe_2,pe,,,,,pe,,pe,
pe_2,tkw,pe,coordinator,,,,,,pe_1,pe,,,,,pe,,pe,
pe_3,tkw,pe,subordinator,,,,,,,pe,,Cf. (?) [pe](pe_1),,,pe,,pe,
pe-_1,tkw,pe-,subject prefix,,,,,,,pe-,,,,,,,tu-,
LX000340,tkw,~pei,"verb, reflexive",,,,,,,"~pwadi, ~mwadi",,,,1s: ni-p' ene ; 2s: a-p' eo ; 3s: i-pe ini,(i·)pei,,~pae,~pe
li-pe_idi_1,tkw,li-pe idi,phrase,,,LX000340,,,,,,[li-](li-_1) + [~pei](LX000340) + [idi](idi_1),,,,,,
LX000341,tkw,~pei,"verb, oblique transitive",,,,,,,,,,,,(i·)pei,,,
peini_1,tkw,peini,preposition,,,,,,peini_2 ; peini_3,"peine, peini, peni",,Cf. [pe](pe_1) ‘from’,,,peini,,pini(ni),
peini_2,tkw,peini,possessive,,,,,,peini_1 ; peini_3,"peine, peini, peni",,,,,peini,,pini(ni),
peini_3,tkw,peini,predicative,,,,,,peini_1 ; peini_2,"peine, peini, peni",,,,,peini,,pini(ni),
peini_me_1,tkw,peini me,subordinator,,,peini_1,,,,,,[me](me_2),,,,,,
peko_1,tkw,peko,noun,,,,,,,,,,,,peko,,,
pele_1,tkw,pele,noun,,,,,POc: *kup(w)ena 'fishing net',,menele,,,,,pele,,benala,
penanga_1,tkw,penanga,interrogative,,,,,,,,,,,,penaŋa,,,
penuo_1,tkw,penuo,noun,,,,,,,,dapenuo_1,,,,penuo,,,
pepane_1,tkw,pepane,locative,,,,,,,,,,,,pepane,,,
pepane_iote_1,tkw,pepane iote,locative,,,pepane_1,,,,,,,,,,,,
pi-_1,tkw,pi-,subject prefix,,,,,,,nupe-,,,,,pi-,,"tei-, ti-",
LX000342,tkw,pi’,"noun, kinship",,,,,,,,pie_1,,,,,,,
LX000343,tkw,~pidi,"verb, transitive",,,,,,,,,,,,(i·)piⁿdi,,,
pie_1,tkw,pie,"noun, kinship",,,,,,,nengene,,,,1s: pi’ one ; 2s: pie ; 3s: pi’ iape,pie,,eika,
piene_1,tkw,piene,noun,,,,enaka_1 ; iepiene_1,,,mwamwane,,[~puie](LX000352) ‘talk’ + [-ne](-ne_1),,,piene,,puiene,
piene_adapa_wopine_1,tkw,piene adapa wopine,noun,,,,,,,,,"[piene](piene_1) + [adapa](adapa_1) + [wopine](wopine_1), Cf. [dapa wopine](dapa_wopine_1)",,,piene aⁿdapa wopine,,,piene aidi wopine
piko_1,tkw,piko,noun,,,,,,,,,,,,piko,,,
piliki_1,tkw,piliki,noun,,,,,,,,,,,,piliki,,,
pine_1,tkw,pine,adjective,,,,sa_pine_1 ; LX000505 ; abia_1 ; wopine_1,,,pwene,,,,,pine,,"bwau, ubwau",
LX000344,tkw,~pinoe,"verb, intransitive",,,,,,,,,,,,(i·)pinoe,,~pimo,
piote_1,tkw,piote,adjective,,,,,,,,,,,,pjote,,,
po_1,tkw,po,deictic,,,,,,po_2,,ponu_1,Cf. [ponu](ponu_1) ‘that’,,,po,,,
po_2,tkw,po,subordinator,,,,,,po_1,,,,,,po,,,
basavono_po_1,tkw,basavono po,noun,,,po_2,,,,,basavono_pe_1,[basavono](basavono_1) + [po](po_1),,,,,,
poi_1,tkw,poi,noun,,,,,POc: *ᵐboRok,,,pwoi_1,,,,poi,,,
pon_1,tkw,pon,deictic,,,,,,,,ponu_1,,,,pon,,,
pon_ta_1,tkw,pon ta,deictic,,,,,,,,,[ponu](ponu_1) + [ta](ta_1),,,poⁿda,,,ponta ; ponda ; poda
LX000345,tkw,~pono,"verb, intransitive",,,,,,LX000346,~pei,,,,,(i·)pono,,~pao,
LX000346,tkw,~pono,"verb, transitive",,,,,,LX000345,~pei,,,,,(i·)pono,,~pao,
ponu_1,tkw,ponu,deictic,,,,,,ponu_2 ; ponu_3,pae,,,,,ponu,,"pa, pade",pon
ponu_2,tkw,ponu,coordinator,,,,,,ponu_1 ; ponu_3,pae,,,,,ponu,,"pa, pade",pon
ponu_3,tkw,ponu,interjection,,,,,,ponu_1 ; ponu_2,pae,,,,,ponu,,"pa, pade",pon
awoiu_pon_1,tkw,awoiu pon,phrase,,,ponu_1,,,,,,"[awoiu](awoiu_1) ‘finish, then’ + [ponu](ponu_1)",,,,,,
pongo_1,tkw,pongo,"noun, relational",,,,,,,,,,,,poŋo,,,
LX000347,tkw,~pongo,"verb, transitive",,,,LX000014,,,,,,,,(i·)poŋo,,,
Popokia_1,tkw,Popokia,toponym,,,,Banie_2 ; lovia_vono_1,,,,,,,,popokia,,,
LX000348,tkw,~pu,"verb, intransitive",,,,,,,,,,,,(i·)pu,,,
LX000349,tkw,~pu ~sali,"serial vb, intr.",,,LX000348,,,,,,"[~pu](LX000348) ‘flow, run’ + [~sali](LX000374) ‘drop, finish’",,,,,,
LX000350,tkw,~pu,"verb, intransitive",,,,,,LX000351,,,,,,(i·)pu,,,
LX000351,tkw,~pu,"verb, transitive",,,,,,LX000350,,,,,,(i·)pu,,,
LX000352,tkw,~puie,"verb, intransitive",,,,piene_1,,,~a(p)une,,,,,(i·)puie,,~puia,
puluko_1,tkw,puluko,noun,,,,enaka_1 ; LX000139,POc: *[pu]pulu,,,,,,,puluko,,,
Puma_1,tkw,Puma,toponym,,,,,,,,,,,,puma,,,
